claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,property_type,incident_cause,location_risk_score,security_system_present,asset_value,total_claim_amount,fraud
1113,72,31,CA,500/1000,500,1461.0015724040347,2000000,FEMALE,High School,Exec-managerial,Camping,other-relative,82736.2314403796,28365.880989417437,B,A,B,B,B,33787.72566951456,0
1114,362,60,FL,250/500,2000,1010.273118524939,0,FEMALE,JD,Exec-managerial,Camping,wife,95214.57629990384,37129.0628157018,C,B,B,C,B,78132.56054659671,0
1115,224,62,CA,250/500,1000,1589.8085754146282,0,MALE,College,Prof-specialty,Chess,other-relative,76114.2041686043,95571.95077280913,C,B,C,A,A,2109.0751443893796,0
1116,178,22,TX,100/300,1000,1484.9052215832116,0,FEMALE,Masters,Machine-op-inspct,Chess,wife,56258.21056569451,23343.87292915827,A,A,A,B,A,6027.233970600729,0
1117,79,61,TX,100/300,1000,1167.1791208100583,0,MALE,Masters,Exec-managerial,Chess,unmarried,72162.16098247927,31859.176614532502,A,B,C,C,C,17363.426855952486,0
1118,240,34,FL,500/1000,1000,1451.9032339173289,0,FEMALE,Masters,Exec-managerial,Exercise,husband,395.0157501422469,50880.25114654967,B,C,B,B,A,45054.380184225316,0
1119,211,70,NY,100/300,2000,893.9894435498143,0,MALE,PhD,Craft-repair,Reading,husband,68542.39812870193,52580.68474853408,B,B,B,C,A,37099.6737739096,0
1120,390,46,TX,250/500,2000,1486.7306416556985,0,FEMALE,PhD,Prof-specialty,Movies,wife,4202.691001778913,6653.8857404202845,B,B,A,C,C,72519.92800122811,0
1121,160,38,FL,500/1000,500,1509.1122573496227,5000000,FEMALE,JD,Craft-repair,Exercise,husband,88765.03223519317,97149.45137677321,B,A,B,A,C,99286.46500841489,1
1122,76,23,FL,250/500,500,1167.3315824625727,2000000,FEMALE,Masters,Machine-op-inspct,Exercise,unmarried,89652.59731445467,30264.944218549404,A,A,A,A,B,79915.15368999341,0
1123,430,41,TX,500/1000,2000,874.0602026508233,1000000,MALE,High School,Craft-repair,Exercise,other-relative,11432.002385216467,5371.0687738469205,A,C,C,B,C,81852.68776946957,0
1124,34,66,FL,250/500,500,1704.598947371181,0,MALE,PhD,Adm-clerical,Exercise,unmarried,67962.9750645103,25490.491213147816,C,A,C,B,A,98785.23800411237,0
1125,67,45,NY,100/300,500,1631.190767359297,2000000,MALE,PhD,Craft-repair,Camping,unmarried,66814.37534953978,39959.64836211322,A,A,B,A,B,46543.88476933936,1
1126,62,74,CA,100/300,500,585.6377810725146,2000000,FEMALE,JD,Machine-op-inspct,Exercise,other-relative,49808.166434841085,23155.57033837077,A,B,C,A,B,96672.78173526895,0
1127,350,74,FL,500/1000,500,1241.4023274400847,0,FEMALE,PhD,Prof-specialty,Reading,not-in-family,2502.364079812669,15495.89983441907,C,C,A,C,A,58615.897877199306,0
1128,93,34,TX,250/500,1000,638.1664359655199,0,FEMALE,JD,Craft-repair,Chess,own-child,11410.349766627858,50701.75721591667,C,B,B,B,A,67837.56358891334,0
1129,130,71,NY,100/300,500,979.3441374493584,0,MALE,High School,Exec-managerial,Movies,own-child,65927.55405868856,79641.38022513468,C,B,C,B,B,3453.922400867559,0
1130,296,59,NY,100/300,2000,1133.3587229060604,0,MALE,JD,Machine-op-inspct,Reading,wife,52961.7917557417,70485.612960725,C,A,A,C,B,47093.89059158333,0
1131,90,39,FL,100/300,2000,765.3293345861794,0,FEMALE,Masters,Exec-managerial,Exercise,wife,4625.639983611052,42543.45850248433,A,A,B,B,A,97500.89210122034,0
1132,415,41,IL,500/1000,500,1203.3535858812493,0,FEMALE,PhD,Craft-repair,Chess,own-child,51755.675224781975,12387.1291670268,C,B,B,B,B,93231.39070252862,0
1133,430,57,TX,100/300,1000,1559.3317963420045,0,FEMALE,College,Prof-specialty,Exercise,not-in-family,84923.64150645108,95488.94498272901,C,C,B,B,B,38969.72048230163,0
1134,165,35,NY,250/500,1000,1155.4482338692342,1000000,FEMALE,JD,Prof-specialty,Movies,own-child,89046.85381993311,33671.66179337414,C,C,B,C,A,57358.875518047615,1
1135,377,45,TX,500/1000,1000,851.2096867739907,2000000,MALE,High School,Craft-repair,Exercise,unmarried,69698.77691487034,10312.866295073674,A,A,C,A,C,84934.26065888215,0
1136,261,74,FL,500/1000,500,1122.227395413432,0,FEMALE,Masters,Machine-op-inspct,Camping,husband,66264.42687385865,33647.29719930436,C,C,C,B,B,31739.796276931193,0
1137,376,27,FL,500/1000,2000,1388.6101973349075,1000000,FEMALE,JD,Adm-clerical,Camping,wife,76910.66319882606,69706.647053331,B,A,B,B,A,22166.430115942178,0
1138,445,18,IL,500/1000,500,1904.588475652867,1000000,FEMALE,Masters,Craft-repair,Exercise,husband,13341.392226251459,25104.54619203085,C,B,A,B,A,15243.949306651812,0
1139,7,54,IL,500/1000,2000,1249.1671881409784,0,MALE,High School,Craft-repair,Chess,other-relative,19019.522247307552,18294.126746372807,A,C,A,C,A,13089.949600636357,0
1140,309,43,FL,500/1000,2000,1831.7944938948667,2000000,MALE,Masters,Prof-specialty,Movies,own-child,48573.53387474641,26362.026998393307,C,A,B,B,B,89220.96066135945,1
1141,87,67,CA,100/300,1000,1976.8339554217928,0,FEMALE,High School,Craft-repair,Exercise,unmarried,45102.266186430876,55173.246386775696,C,C,C,B,B,58163.37013513502,0
1142,462,43,CA,500/1000,500,1338.527644991982,2000000,MALE,PhD,Craft-repair,Movies,other-relative,18436.082528888743,87458.21218849346,C,A,B,C,C,53843.12250899846,0
1143,408,50,NY,100/300,2000,720.6033595266592,2000000,MALE,Masters,Prof-specialty,Exercise,wife,67825.89082291228,13208.61266891633,C,C,A,C,B,17698.706337947897,0
1144,154,72,IL,250/500,2000,1812.9694147800144,0,MALE,College,Prof-specialty,Movies,unmarried,74108.60740759435,14377.001445053727,A,C,C,B,A,40014.00110975993,0
1145,491,26,NY,100/300,2000,1793.5344564661434,0,FEMALE,College,Machine-op-inspct,Exercise,other-relative,27084.386493381717,42847.98053670454,A,A,A,A,A,99050.16785434134,0
1146,268,35,TX,500/1000,2000,1802.8408654431,0,MALE,College,Exec-managerial,Camping,other-relative,31293.708588222315,12538.733590618845,C,B,C,C,A,48482.924795433806,0
1147,211,73,FL,250/500,2000,1925.8236056372723,0,FEMALE,JD,Craft-repair,Exercise,husband,25733.007951765176,97915.10397384565,C,A,C,A,A,5894.89432396459,0
1148,132,22,FL,500/1000,1000,914.6531874617307,2000000,FEMALE,PhD,Adm-clerical,Camping,own-child,27860.357974411563,87864.13695486788,A,B,C,A,C,40113.93437669149,1
1149,485,39,CA,500/1000,1000,1000.1458335115467,1000000,FEMALE,PhD,Adm-clerical,Chess,not-in-family,36467.24207201682,6476.764281461078,B,A,C,B,C,5883.408295421258,0
1150,326,27,NY,500/1000,2000,1530.6454869806137,0,FEMALE,High School,Craft-repair,Exercise,unmarried,44109.09912908646,90687.20141639392,C,B,C,A,A,65288.49062982107,0
1151,57,31,NY,100/300,500,1345.8550215941477,2000000,MALE,High School,Craft-repair,Movies,unmarried,48418.41389140441,28444.720736573912,C,B,C,A,A,42223.67213440626,0
1152,452,29,TX,250/500,2000,1802.5536554950208,0,MALE,JD,Prof-specialty,Chess,not-in-family,48490.78331474229,32295.22408313843,A,A,B,B,B,15642.258933874446,0
1153,155,49,NY,250/500,500,881.7594419245031,0,FEMALE,Masters,Machine-op-inspct,Camping,unmarried,61727.962186307115,33846.88377760139,C,B,A,C,B,84783.49651424197,0
1154,36,56,TX,250/500,2000,1487.614143835111,0,MALE,JD,Machine-op-inspct,Chess,other-relative,34410.15666069881,7000.109590692716,B,B,B,C,A,59180.750198989044,0
1155,220,62,NY,100/300,1000,1910.6147812017014,0,MALE,College,Prof-specialty,Exercise,not-in-family,50341.63260714226,77862.00598438743,B,A,B,A,B,48777.00438080136,1
1156,233,53,IL,100/300,1000,823.8077703203201,0,MALE,PhD,Adm-clerical,Reading,own-child,50609.79823409827,18251.09602636371,A,B,B,C,C,79305.92267315982,0
1157,420,68,FL,100/300,500,960.3194572013482,5000000,FEMALE,High School,Exec-managerial,Exercise,unmarried,9669.07698514935,20802.196046585053,B,B,B,B,B,57612.89125775051,0
1158,122,67,TX,100/300,2000,1111.126663726774,0,FEMALE,High School,Adm-clerical,Camping,other-relative,62935.19926155654,76860.6020508536,B,B,A,B,B,6993.15398213424,0
1159,134,64,FL,250/500,2000,630.641874924783,0,FEMALE,PhD,Adm-clerical,Chess,own-child,27816.76579940593,6018.970360267984,A,A,B,A,C,26158.94456042837,0
1160,429,32,FL,100/300,1000,765.3045644876358,0,FEMALE,College,Exec-managerial,Reading,other-relative,4696.162471965448,33596.12139706649,C,A,C,B,C,57566.50573414918,0
1161,89,50,NY,500/1000,500,1073.1404446306665,2000000,MALE,College,Exec-managerial,Movies,unmarried,64710.1121753918,56107.7871780677,A,B,A,B,A,10997.688510494147,0
1162,238,33,NY,250/500,2000,611.5900689838967,2000000,MALE,College,Machine-op-inspct,Chess,husband,4841.778108888339,11578.872570757925,C,B,C,B,C,25381.1936371884,1
1163,185,21,TX,100/300,500,1043.9669858500079,0,MALE,PhD,Exec-managerial,Chess,not-in-family,44188.19579871304,42539.30023117506,A,C,B,B,B,60840.665174889575,0
1164,82,71,CA,100/300,1000,866.2126806496995,2000000,MALE,JD,Prof-specialty,Exercise,not-in-family,62114.968287346586,35376.66944184492,A,C,B,A,B,92596.93775847809,0
1165,73,68,CA,500/1000,2000,1796.7659162141513,0,FEMALE,College,Exec-managerial,Movies,unmarried,99858.60147261964,32169.6064871972,A,B,C,B,C,73361.80935223456,0
1166,183,20,FL,500/1000,2000,1412.7403123921558,0,MALE,JD,Adm-clerical,Reading,wife,51512.74120419268,27043.13494399124,C,C,B,C,A,51002.839782500145,0
1167,361,43,CA,500/1000,500,1847.7350438128337,0,MALE,Masters,Prof-specialty,Chess,wife,31819.619532892717,33912.995479552555,C,C,B,B,B,21585.18189319604,0
1168,467,73,IL,500/1000,1000,804.3304660225639,0,MALE,High School,Exec-managerial,Exercise,husband,49201.44574053217,39191.87981435147,A,A,B,A,B,19663.082319540717,0
1169,109,54,NY,250/500,1000,622.4863127700935,2000000,FEMALE,JD,Machine-op-inspct,Exercise,unmarried,19570.380512734853,12818.160774342236,B,A,B,A,A,77724.44825518731,0
1170,350,51,FL,500/1000,500,1031.0707991852453,1000000,FEMALE,Masters,Machine-op-inspct,Reading,unmarried,43795.10090582537,20778.316346959924,C,C,A,C,A,92689.88814053498,1
1171,227,59,NY,500/1000,1000,584.6378101148404,0,MALE,PhD,Adm-clerical,Movies,own-child,87307.94393081506,91049.35519933663,A,B,C,B,A,12489.131404132482,0
1172,109,26,CA,100/300,1000,1825.271082735745,1000000,FEMALE,Masters,Craft-repair,Movies,wife,13612.346328061265,94452.29438223061,C,C,A,A,A,67691.78870168113,0
1173,261,61,IL,500/1000,500,782.2280460210395,0,FEMALE,Masters,Adm-clerical,Exercise,husband,53014.82793328951,99262.85887807216,B,A,B,B,C,72922.39016006532,0
1174,462,31,IL,100/300,500,711.6087517969422,1000000,FEMALE,High School,Exec-managerial,Movies,own-child,62080.66953377046,47865.96913974914,C,C,A,C,C,51271.37725748123,1
1175,87,64,TX,500/1000,2000,1681.6729003905364,0,MALE,Masters,Adm-clerical,Movies,other-relative,31300.890455145647,13555.67375730009,A,C,C,B,C,33451.28503683291,0
1176,285,50,FL,250/500,1000,1568.6107415167792,0,MALE,Masters,Prof-specialty,Exercise,other-relative,73591.4173380829,68377.12298094138,B,C,B,A,A,70984.62596881352,1
1177,8,65,IL,100/300,1000,585.4340421215537,0,FEMALE,High School,Adm-clerical,Chess,own-child,66370.54339504636,93682.7357452795,B,A,C,C,C,46009.98417945749,0
1178,64,55,FL,100/300,2000,1264.3478663560818,0,FEMALE,PhD,Machine-op-inspct,Chess,husband,46398.92913275747,3100.3752603706803,C,C,C,B,A,46117.834220508325,0
1179,305,22,FL,100/300,500,1173.2748338785673,0,FEMALE,College,Prof-specialty,Movies,own-child,64007.13771878511,2204.254578929088,A,B,B,A,B,10626.70421254665,0
1180,238,68,FL,100/300,1000,1080.2863733669203,0,MALE,JD,Machine-op-inspct,Exercise,husband,84026.66056425156,61253.51514743753,B,C,A,C,A,63161.91836759404,0
1181,398,64,NY,100/300,500,690.0502371066941,0,FEMALE,JD,Adm-clerical,Chess,unmarried,60041.00490748557,3944.4981423793047,B,C,C,C,A,9570.732217134786,0
1182,313,45,FL,500/1000,1000,1681.0280309992875,0,FEMALE,Masters,Exec-managerial,Chess,other-relative,56879.397495038764,39157.76939023784,A,C,C,C,C,28272.583174578824,0
1183,133,50,CA,500/1000,500,859.9336922406733,0,MALE,College,Adm-clerical,Exercise,not-in-family,62142.67114818195,37742.85694734505,A,C,B,C,B,18418.135672329965,0
1184,206,34,IL,250/500,2000,1187.352963575966,2000000,FEMALE,College,Prof-specialty,Reading,other-relative,67557.49014619419,9898.058031194789,B,A,B,B,B,94539.79917427455,1
1185,326,38,NY,500/1000,1000,1821.5964586501943,1000000,MALE,Masters,Machine-op-inspct,Movies,own-child,40315.36898310569,74588.14448767254,A,C,B,A,C,8481.920698310129,0
1186,301,24,IL,250/500,2000,977.3636810227094,0,FEMALE,JD,Adm-clerical,Movies,wife,83681.36532313477,10888.682985935038,B,A,A,A,A,46518.62543231328,0
1187,346,57,CA,250/500,500,553.5983131922522,0,FEMALE,JD,Exec-managerial,Chess,own-child,92390.36771172672,27386.711152066833,A,A,A,A,A,61485.80127047401,0
1188,393,52,NY,100/300,1000,1833.6986638233275,1000000,MALE,College,Exec-managerial,Exercise,unmarried,62186.31319863706,72724.09499668563,A,B,A,C,C,46871.11253901698,0
1189,95,24,TX,250/500,2000,1240.8359810842476,1000000,MALE,College,Craft-repair,Camping,own-child,88672.7941600853,61817.898303729366,B,C,C,A,A,66351.97772316611,0
1190,468,25,CA,250/500,500,1245.5943720846158,0,MALE,Masters,Exec-managerial,Camping,not-in-family,74465.02030665531,47261.63109226661,B,A,B,A,B,3637.3000366471024,0
1191,171,68,TX,250/500,2000,1327.1236288698078,0,FEMALE,JD,Adm-clerical,Exercise,husband,42296.50022168878,4893.4638064556775,B,A,B,A,A,92772.364864775,1
1192,36,61,IL,250/500,500,769.9009775150557,0,MALE,JD,Exec-managerial,Exercise,not-in-family,49601.737461867524,76305.28650129405,A,A,C,C,B,35799.46850580822,0
1193,309,59,CA,250/500,2000,1572.3291826762497,1000000,MALE,Masters,Exec-managerial,Reading,unmarried,57013.145662419105,82535.88519967692,C,C,B,C,B,43567.97613339286,0
1194,101,48,TX,100/300,500,847.0720052606487,0,MALE,Masters,Prof-specialty,Camping,not-in-family,93906.52287119042,10218.690918950002,A,C,A,A,B,54014.255958214846,0
1195,227,73,TX,250/500,500,951.7222593355041,0,MALE,PhD,Exec-managerial,Exercise,other-relative,64807.94108634037,98620.1839519932,B,B,B,A,B,64608.812450916346,0
1196,461,22,NY,100/300,1000,1446.7834718114586,0,MALE,College,Adm-clerical,Exercise,husband,50854.396353428674,34738.82867129876,B,A,B,C,B,12993.430198444086,0
1197,233,22,NY,500/1000,2000,1624.6343005398012,1000000,MALE,College,Exec-managerial,Movies,own-child,12339.865199007061,42437.27687456678,B,A,B,A,C,37017.61108852286,0
1198,294,41,IL,250/500,1000,1595.9253188247824,0,FEMALE,College,Machine-op-inspct,Camping,wife,66688.04222589557,41448.96252930846,C,B,A,C,C,59817.45563258481,0
1199,315,71,CA,500/1000,2000,624.7240291032946,0,MALE,High School,Craft-repair,Exercise,not-in-family,55472.65545633412,63293.225931964414,C,B,A,A,A,53027.925814299786,0
1200,40,39,TX,500/1000,1000,1631.8656500667664,0,MALE,High School,Craft-repair,Camping,wife,94000.81687287387,57317.443547826886,C,B,A,B,B,5639.264124717305,0
1201,47,61,CA,250/500,2000,1494.0881528144678,5000000,FEMALE,Masters,Prof-specialty,Exercise,husband,34203.312607953936,56082.69368540606,C,A,B,B,A,75132.25895629173,0
1202,333,30,FL,500/1000,500,1407.6439643807275,0,FEMALE,PhD,Adm-clerical,Camping,own-child,79544.36464503511,78133.85804226277,A,B,C,C,B,39004.3790108971,0
1203,257,39,IL,100/300,1000,1950.3113786772255,1000000,FEMALE,High School,Adm-clerical,Reading,wife,28252.769219536134,92797.64017350541,B,C,B,C,B,2435.2710608130305,0
1204,151,43,IL,100/300,2000,1020.2385083594871,0,FEMALE,College,Prof-specialty,Reading,not-in-family,17177.690664036083,82174.476250649,A,B,A,B,B,79764.56302246147,1
1205,9,18,NY,500/1000,2000,1524.6293256967379,5000000,MALE,PhD,Craft-repair,Reading,husband,1219.2034742894875,72094.9868310131,A,A,C,B,C,1072.7533168419027,0
1206,425,34,TX,250/500,1000,1359.850866918455,0,FEMALE,JD,Machine-op-inspct,Chess,not-in-family,89542.074760308,5055.59068359781,C,C,C,A,C,20612.773197792336,0
1207,389,36,CA,500/1000,500,1081.9398979626924,0,MALE,Masters,Craft-repair,Exercise,wife,44461.870930863835,24847.664138365843,A,A,A,B,B,72591.65426836401,1
1208,130,19,TX,250/500,2000,1682.3594200327418,0,MALE,High School,Craft-repair,Movies,husband,28119.495291569572,10485.696740689444,A,B,C,B,A,59513.814109029925,0
1209,189,74,IL,500/1000,2000,1104.721598254435,0,MALE,PhD,Machine-op-inspct,Chess,husband,40314.19077107524,85473.10007571969,A,B,A,A,B,56023.77197545571,0
1210,417,67,TX,250/500,500,1337.8335505471834,0,FEMALE,High School,Craft-repair,Camping,own-child,71185.15690856897,65211.495088670315,C,B,B,B,A,50922.692120102714,0
1211,473,69,IL,500/1000,500,1340.9408372149483,0,FEMALE,High School,Exec-managerial,Exercise,wife,39326.92324370829,3357.893833307746,A,B,A,C,C,95836.27981144344,0
1212,253,28,FL,250/500,1000,1266.9914634739746,2000000,MALE,Masters,Adm-clerical,Exercise,not-in-family,22573.09191708191,72325.42779208953,B,C,A,A,C,6433.1047295567605,0
1213,329,47,TX,500/1000,500,1186.103328799625,0,FEMALE,High School,Craft-repair,Chess,not-in-family,8779.010918352891,33704.59169915901,A,C,A,B,B,46489.24009374633,0
1214,165,63,IL,250/500,1000,751.6686692490445,0,FEMALE,Masters,Machine-op-inspct,Exercise,husband,62172.5910206539,54340.14080841396,A,A,A,C,A,96886.4050222498,0
1215,437,40,TX,100/300,500,861.2686443436626,1000000,FEMALE,Masters,Adm-clerical,Exercise,other-relative,97268.90134533822,57974.994806930416,A,A,C,C,B,26615.68890614594,0
1216,84,32,TX,100/300,2000,685.2544002938041,0,MALE,JD,Adm-clerical,Camping,husband,63479.45021082003,16231.467679617896,B,C,B,B,A,3773.5258480540288,1
1217,499,40,CA,250/500,500,1585.2367592051564,0,MALE,College,Craft-repair,Movies,husband,94688.72014510214,39880.77682258621,C,A,A,C,C,47807.876618575334,0
1218,24,29,TX,250/500,500,1616.4419715030874,5000000,FEMALE,JD,Craft-repair,Camping,unmarried,87800.26649166831,42645.525367120026,B,A,A,C,C,77210.84470433682,0
1219,193,44,TX,100/300,500,1457.7934585796081,0,FEMALE,High School,Craft-repair,Chess,husband,15584.020530212694,61489.217553347466,B,B,C,A,B,20509.108418043063,0
1220,35,23,TX,250/500,500,1876.464712115533,0,FEMALE,JD,Prof-specialty,Exercise,not-in-family,87904.21609616678,88964.57897032444,B,A,C,B,B,25203.71774537501,0
1221,320,47,IL,100/300,500,897.4461969063424,1000000,FEMALE,PhD,Adm-clerical,Exercise,own-child,109.07591150676188,61522.77113323883,A,A,A,B,C,16535.867336669115,0
1222,171,22,IL,100/300,1000,1731.5358578038342,0,MALE,JD,Prof-specialty,Movies,own-child,50964.08538087482,68367.81719045146,B,B,A,C,B,36244.274450682824,0
1223,489,63,TX,500/1000,1000,778.7505163742518,5000000,MALE,JD,Craft-repair,Movies,husband,52271.788454062684,66461.53380902001,C,B,A,C,B,88522.48684641272,0
1224,251,55,FL,500/1000,1000,601.7339879193739,0,MALE,JD,Machine-op-inspct,Reading,own-child,72682.50764163559,8446.146657570496,A,A,C,A,B,20704.132604400696,0
1225,163,52,TX,250/500,2000,500.193237099937,2000000,MALE,Masters,Craft-repair,Movies,not-in-family,75602.18655313276,29976.60426345241,A,C,B,B,B,26614.288340060506,0
1226,427,72,TX,250/500,1000,1370.9500463323789,0,MALE,College,Craft-repair,Camping,not-in-family,23166.88300953319,40175.716783568736,A,A,A,A,C,88538.05855577132,0
1227,343,23,IL,100/300,2000,1668.1104578097156,0,MALE,JD,Exec-managerial,Exercise,husband,88202.75507859123,44441.27309169043,B,A,A,A,C,92925.03787563869,0
1228,457,31,NY,100/300,2000,1734.4795678152864,1000000,FEMALE,JD,Exec-managerial,Camping,own-child,17911.20106230851,84200.41603225,C,C,A,B,A,5816.825298575043,0
1229,242,69,NY,100/300,2000,1205.9817826823125,5000000,MALE,College,Adm-clerical,Camping,other-relative,96148.12275472634,52541.8045989454,A,B,A,B,B,54308.96149023787,0
1230,34,67,TX,500/1000,1000,588.0807696135878,0,FEMALE,JD,Adm-clerical,Camping,not-in-family,98512.72113161745,81553.1631629692,A,A,C,B,B,29998.548215275852,1
1231,443,34,FL,100/300,500,553.6435400691473,2000000,FEMALE,College,Adm-clerical,Camping,husband,69680.27818324574,90652.40124478287,C,B,A,C,C,17305.85075129102,0
1232,341,26,CA,500/1000,1000,1876.027367130169,0,MALE,JD,Prof-specialty,Camping,husband,64867.69968891387,69596.41788641477,C,A,B,A,C,52056.358148970954,0
1233,365,57,IL,250/500,1000,639.4105417551875,0,MALE,JD,Adm-clerical,Camping,other-relative,97920.30690217379,11328.644591717119,B,C,B,C,B,78004.76563167416,0
1234,430,48,CA,500/1000,1000,1676.9971619296425,0,FEMALE,PhD,Exec-managerial,Exercise,own-child,24200.28215902802,20094.098150266193,C,A,B,C,A,17574.608799698944,0
1235,481,53,CA,250/500,1000,604.3506278211211,0,FEMALE,PhD,Adm-clerical,Camping,own-child,64266.02916789927,82807.69621959048,A,C,B,B,C,32636.200352171738,0
1236,479,27,FL,250/500,1000,775.0225091134373,1000000,MALE,PhD,Craft-repair,Chess,wife,40616.6749955108,56378.75190929018,B,C,A,B,A,57100.12520200655,0
1237,143,44,FL,250/500,1000,744.3000164403542,0,FEMALE,Masters,Exec-managerial,Camping,other-relative,16757.659514970102,51589.86540202775,C,C,A,B,B,89267.06352150852,1
1238,382,66,NY,500/1000,500,915.6608182596511,0,FEMALE,High School,Prof-specialty,Reading,not-in-family,12777.226673766829,96882.95647762115,B,B,C,A,A,89136.30536951862,0
1239,477,69,IL,250/500,1000,1108.444924833243,0,MALE,PhD,Prof-specialty,Camping,other-relative,70037.47268665965,36790.30277810947,B,A,C,B,C,66115.21931767683,0
1240,163,22,NY,500/1000,500,687.0889829555956,0,MALE,High School,Adm-clerical,Reading,unmarried,22898.42465813181,4094.775404713824,C,A,B,C,B,73761.72364138911,0
1241,442,34,FL,500/1000,2000,1959.7382145937772,2000000,FEMALE,College,Prof-specialty,Exercise,own-child,59936.312942696,25516.454096873753,A,C,A,A,B,11372.144154931495,0
1242,188,48,FL,250/500,2000,503.00497130184317,1000000,MALE,High School,Prof-specialty,Chess,husband,23761.61327248153,28473.651554651336,C,C,A,C,B,67914.21870295485,0
1243,222,74,IL,250/500,500,1658.1776991197753,0,FEMALE,College,Exec-managerial,Exercise,other-relative,45382.608827704695,51242.53645326793,B,C,A,B,A,33861.6373198912,0
1244,477,31,IL,500/1000,500,1289.7620868791469,1000000,MALE,High School,Adm-clerical,Exercise,unmarried,74233.12169827298,717.4047972633879,A,B,C,C,A,71482.80493826428,0
1245,68,40,TX,250/500,2000,628.364754792209,1000000,FEMALE,College,Adm-clerical,Camping,own-child,52813.74880859529,98825.99153937765,A,A,C,A,B,13237.608205367347,0
1246,471,61,TX,100/300,1000,680.0478104493145,2000000,FEMALE,PhD,Craft-repair,Reading,husband,87147.50285666087,6192.364276801143,C,A,C,B,C,58525.11180081396,0
1247,173,46,CA,250/500,1000,1384.9988346225123,1000000,MALE,PhD,Adm-clerical,Chess,unmarried,52629.79204677213,23222.02644852651,B,A,A,C,B,36228.500336095196,0
1248,483,56,IL,250/500,500,972.8800865549006,1000000,MALE,PhD,Adm-clerical,Camping,other-relative,19423.90471499178,67244.92629240303,A,A,A,C,A,43050.0711757942,0
1249,346,32,IL,100/300,2000,1175.284105114415,0,MALE,College,Exec-managerial,Reading,husband,89710.0614593119,97756.98918140538,B,C,C,B,B,11316.320172056892,0
1250,141,64,NY,500/1000,1000,1323.783666057935,0,MALE,Masters,Craft-repair,Camping,husband,41790.906368766744,51183.94456442973,B,C,B,C,C,69146.98754983228,0
1251,100,29,NY,250/500,500,1360.022200189351,5000000,MALE,High School,Craft-repair,Exercise,wife,86746.1383679328,34178.20627356939,A,B,C,A,A,74671.39466362135,0
1252,460,50,TX,100/300,2000,1373.9159982459155,0,FEMALE,College,Adm-clerical,Reading,unmarried,23238.771772371925,16247.352721848696,C,C,A,A,A,13869.545016574584,0
1253,275,74,CA,100/300,2000,605.0759594531719,0,MALE,PhD,Machine-op-inspct,Movies,husband,63616.88745633754,90334.95266917882,A,A,A,A,B,50611.257404916716,0
1254,27,57,FL,500/1000,500,1610.717800989024,0,MALE,High School,Craft-repair,Camping,other-relative,16527.60809498909,5007.717093262387,A,C,A,A,B,78812.29009444303,1
1255,370,47,TX,500/1000,500,940.2562448253925,1000000,MALE,PhD,Adm-clerical,Exercise,husband,8006.657161802244,6997.197024205748,C,C,C,B,A,22713.61679274378,0
1256,383,39,NY,500/1000,2000,671.6463267247882,0,MALE,Masters,Adm-clerical,Reading,wife,99889.60701172479,6378.204532452037,C,B,A,B,C,9641.507611412731,0
1257,261,47,FL,100/300,1000,653.3013409930624,0,FEMALE,JD,Exec-managerial,Exercise,wife,1053.1035299193413,46643.97252200653,B,A,C,C,B,91188.22440306356,0
1258,200,49,CA,500/1000,2000,855.5234435277872,0,MALE,PhD,Craft-repair,Camping,husband,59124.69668571893,93118.61163946951,B,B,A,A,B,76424.635747381,0
1259,277,37,NY,250/500,1000,1443.019870498811,0,MALE,JD,Craft-repair,Camping,own-child,1343.2922090576337,55578.494783100505,B,B,B,A,A,30739.6833028235,1
1260,342,55,TX,250/500,2000,1207.8844327098632,0,FEMALE,Masters,Machine-op-inspct,Camping,husband,55173.227757090404,35466.66924084626,B,B,C,A,C,73462.42832891062,1
1261,252,37,TX,250/500,1000,660.6111644594657,0,FEMALE,JD,Adm-clerical,Chess,wife,9990.963361510409,23852.96531139107,B,B,B,C,A,3368.406915186876,0
1262,135,19,CA,100/300,2000,548.5290144531356,0,MALE,PhD,Craft-repair,Chess,wife,78753.61675448994,51448.37574815942,B,C,A,C,C,80887.36460966992,1
1263,128,74,TX,500/1000,500,536.9985304668518,0,FEMALE,Masters,Prof-specialty,Camping,other-relative,29270.688487698317,44151.307343563894,C,A,A,B,A,39193.018738476254,0
1264,70,48,CA,100/300,2000,1131.6377248614626,0,FEMALE,High School,Craft-repair,Chess,other-relative,34434.233857747575,9345.220073275517,A,C,A,C,A,26849.341515689783,0
1265,375,67,IL,100/300,500,1682.208392544814,0,MALE,JD,Adm-clerical,Exercise,own-child,25231.766332141735,629.7726543640358,B,A,C,A,C,21423.895952726583,0
1266,188,72,NY,500/1000,1000,1360.4443249072742,5000000,MALE,JD,Prof-specialty,Reading,other-relative,11392.680026409575,59503.44383852806,C,A,C,B,A,41568.02741100142,1
1267,380,45,IL,250/500,1000,1714.5175528189432,2000000,MALE,College,Machine-op-inspct,Chess,not-in-family,50033.639605965596,85838.67179800598,A,C,B,A,B,65395.094882356796,0
