claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
796,338,18,IL,500/1000,2000,1829.9232334840333,0,MALE,College,Craft-repair,Camping,other-relative,1042.7227333474564,26540.588759490645,Single Vehicle Collision,Front Collision,Minor Damage,Police,VA,Columbus,5,3,NO,1,0,YES,88153.49225749062,11741.348807731269,24353.41569797477,70050.68611456608,Dodge,1999,0
797,366,41,TX,250/500,2000,894.5542663083954,1000000,FEMALE,College,Adm-clerical,Camping,own-child,20469.28295829813,17887.87388826426,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Columbus,7,2,Unknown,0,0,Unknown,5576.610671611194,22781.95657304222,8415.242241765163,12978.686539049604,Mercedes,2002,0
798,143,71,NY,100/300,2000,836.8392039033445,0,FEMALE,JD,Machine-op-inspct,Chess,not-in-family,77622.50528720226,64979.96268787427,Vehicle Theft,Side Collision,Major Damage,Police,OH,Columbus,13,1,Unknown,0,3,NO,59724.05693770408,27207.7744401172,189.1483895754198,38503.79009604771,Toyota,1999,0
799,372,24,NY,250/500,500,1198.2584997912195,0,MALE,Masters,Exec-managerial,Camping,own-child,27577.261430202117,84696.65417076332,Parked Car,Side Collision,Minor Damage,Ambulance,PA,Riverwood,2,1,NO,1,2,YES,140625.34536760792,29958.001918489805,25657.171725689066,67056.32212911561,Mercedes,2018,1
800,68,42,IL,100/300,2000,897.6337531280542,0,MALE,Masters,Adm-clerical,Chess,other-relative,49928.34011630531,31255.870347026248,Single Vehicle Collision,Side Collision,Total Loss,Police,OH,Columbus,1,3,Unknown,1,0,NO,43601.835560213374,15346.827214145575,3582.367272198439,51687.52535108717,Toyota,2002,1
801,98,38,FL,500/1000,2000,1601.4649834746613,0,FEMALE,Masters,Exec-managerial,Chess,unmarried,31199.861440918376,57779.145496049045,Parked Car,Side Collision,Minor Damage,Fire,VA,Northbrook,21,4,NO,2,0,Unknown,149890.66843684923,24675.744550258492,528.3337008884537,49904.61289996884,Dodge,1995,0
802,395,32,CA,500/1000,500,1453.9093651121505,2000000,FEMALE,Masters,Craft-repair,Movies,not-in-family,92152.685639754,73030.52769810532,Parked Car,Rear Collision,Major Damage,None,PA,Springfield,0,1,Unknown,0,1,Unknown,13105.470265054595,1398.9492833215222,10613.929901038458,14255.960623370656,Saab,2014,0
803,24,18,IL,500/1000,1000,1812.4815320789771,0,MALE,PhD,Adm-clerical,Reading,unmarried,53657.70177834341,39848.7689139335,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,WV,Northbrook,10,2,NO,2,1,NO,85433.07006027548,8574.742492649038,11381.399688748723,16365.852232343217,Volkswagen,2003,0
804,435,29,TX,500/1000,1000,624.1074552306073,2000000,FEMALE,High School,Craft-repair,Camping,husband,69617.35148560209,6632.561133806758,Vehicle Theft,Side Collision,Total Loss,Fire,WV,Riverwood,20,1,YES,0,2,YES,77559.67934611678,11145.402100424679,2316.605123168175,52472.03557248572,Volkswagen,2008,0
805,378,24,TX,500/1000,2000,1872.6250000371122,0,FEMALE,Masters,Adm-clerical,Reading,own-child,8347.610469710798,22918.491092778524,Parked Car,Front Collision,Minor Damage,Ambulance,PA,Northbrook,5,4,Unknown,2,2,NO,38675.26054847116,29265.715358456822,24425.47939453413,2218.6608111513415,Saab,1996,0
806,468,32,NY,100/300,1000,940.0229400051344,0,FEMALE,High School,Machine-op-inspct,Reading,own-child,4033.5987532752138,88306.58080886833,Parked Car,Side Collision,Minor Damage,None,VA,Springfield,7,1,Unknown,2,2,Unknown,142316.76603144244,101.80944644581635,12167.781906250002,78233.7072078106,BMW,2005,0
807,483,38,TX,100/300,1000,1236.041518890476,0,MALE,College,Prof-specialty,Reading,husband,25922.81950671309,82448.0266254895,Parked Car,Unknown,Total Loss,None,NY,Springfield,6,4,Unknown,1,1,YES,93066.09589459788,9240.622132877792,14697.70841308783,31607.324977623633,Chevrolet,1998,1
808,52,36,IL,500/1000,1000,1157.9171539094655,1000000,FEMALE,JD,Prof-specialty,Chess,other-relative,30913.429225365406,8653.252882391704,Vehicle Theft,Rear Collision,Total Loss,None,OH,Columbus,5,2,YES,3,0,NO,34919.12837497909,27912.367788387117,7938.758038584951,37553.797909857705,Ford,1998,1
809,150,46,TX,250/500,1000,1640.4674766566359,2000000,MALE,College,Exec-managerial,Reading,own-child,68768.05411799019,22394.872336724082,Vehicle Theft,Unknown,Total Loss,Ambulance,OH,Riverwood,17,3,Unknown,3,2,NO,57915.205576831264,9200.347051320337,15345.202570397934,23333.066892460745,Volkswagen,2011,1
810,143,42,IL,250/500,2000,1130.4999641477639,0,MALE,Masters,Adm-clerical,Camping,other-relative,56913.05027124412,76916.528212332,Parked Car,Unknown,Trivial Damage,Ambulance,NY,Riverwood,11,4,Unknown,3,1,YES,108323.79931886836,6752.002974437306,23001.94171852001,78912.73182375298,Volkswagen,2020,1
811,56,50,CA,500/1000,1000,1915.329718474114,0,MALE,College,Craft-repair,Chess,unmarried,37457.96069349853,48589.823198882,Vehicle Theft,Unknown,Trivial Damage,None,NY,Northbrook,7,4,NO,0,1,NO,45005.65854809888,21902.655343079507,27185.481465015506,57861.11614525086,Toyota,2020,0
812,38,66,NY,100/300,1000,1853.8008239578633,0,FEMALE,PhD,Machine-op-inspct,Camping,not-in-family,65411.748417801085,75996.70316957243,Multi-vehicle Collision,Side Collision,Minor Damage,None,WV,Columbus,23,1,Unknown,1,2,YES,132001.1272081466,22360.16678999596,29115.888022054478,40546.7713662525,Ford,2010,0
813,108,49,TX,250/500,500,1808.2417279542597,1000000,MALE,High School,Machine-op-inspct,Chess,not-in-family,16356.574733628715,21109.24716621465,Vehicle Theft,Side Collision,Minor Damage,Fire,NY,Columbus,20,3,Unknown,1,1,YES,25268.247744664804,14165.336479425254,12801.71773804092,52719.26072981073,BMW,2001,0
814,180,66,IL,250/500,2000,606.8874989723419,0,FEMALE,Masters,Machine-op-inspct,Exercise,not-in-family,6348.96948147059,95269.81391702748,Multi-vehicle Collision,Unknown,Total Loss,None,PA,Columbus,18,4,NO,1,0,NO,40043.510934794875,28407.5240959627,29701.015763053776,34295.22667818764,Volkswagen,2006,1
815,41,52,FL,250/500,500,1781.3870923309091,0,MALE,PhD,Prof-specialty,Exercise,wife,85450.50923182005,78360.74487998993,Multi-vehicle Collision,Rear Collision,Total Loss,Police,WV,Springfield,23,1,YES,0,3,YES,22162.34269823195,6081.212386255256,8848.67135168044,41955.86479776865,Ford,2011,0
816,185,61,NY,500/1000,500,1672.4531681648157,0,FEMALE,High School,Craft-repair,Exercise,husband,56394.61282688776,19745.232482600804,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Riverwood,4,2,YES,2,1,YES,16074.736394544994,27402.475019387923,209.27805855180392,32251.13418794418,Dodge,1999,0
817,422,55,CA,250/500,2000,655.2694205091965,0,FEMALE,PhD,Machine-op-inspct,Exercise,not-in-family,64909.52736374213,55844.92006799889,Single Vehicle Collision,Rear Collision,Major Damage,Fire,WV,Northbrook,18,3,NO,2,1,Unknown,45397.15580785706,22665.24229575887,23028.51131692904,37019.6639995541,Audi,2002,0
818,397,43,IL,250/500,1000,661.1214881543328,0,FEMALE,College,Machine-op-inspct,Chess,own-child,30724.225074957412,11309.712809625782,Vehicle Theft,Side Collision,Minor Damage,Ambulance,WV,Northbrook,8,1,YES,3,3,Unknown,149877.22257714835,11046.250225621423,5353.0694562359595,28416.391306447786,Audi,2014,0
819,222,28,CA,250/500,500,651.7457172763118,0,MALE,Masters,Exec-managerial,Reading,husband,37195.49577376997,36143.48151265026,Parked Car,Rear Collision,Major Damage,None,OH,Northbrook,11,3,YES,3,0,Unknown,14602.247282619383,24207.25859170122,1573.645143715886,7079.932871387378,Saab,1999,0
820,121,52,CA,250/500,2000,516.9988898067313,1000000,FEMALE,College,Adm-clerical,Movies,unmarried,8236.744715297573,65962.13684755207,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Columbus,14,4,Unknown,0,2,NO,32343.8276811696,3996.065292412616,27720.267677930962,3457.430406868877,Toyota,2005,0
821,132,25,TX,100/300,1000,1322.9514577918753,0,FEMALE,JD,Adm-clerical,Movies,unmarried,85698.81878017735,33012.76879287717,Parked Car,Unknown,Trivial Damage,None,PA,Riverwood,22,1,Unknown,0,1,NO,41106.71146216131,3929.474795796819,23754.324914909605,15752.1477636697,Chevrolet,2020,0
822,162,63,TX,500/1000,2000,1960.0914371540648,0,MALE,Masters,Adm-clerical,Exercise,unmarried,59243.94500789348,65675.8395757968,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Riverwood,12,2,Unknown,3,0,NO,93059.88782859448,27898.11609742218,3079.944046147689,22722.23317020286,BMW,2022,1
823,214,31,IL,500/1000,500,1158.0270543496904,0,MALE,College,Exec-managerial,Reading,unmarried,8362.766317994063,24477.946466076195,Parked Car,Front Collision,Major Damage,Fire,OH,Springfield,23,2,YES,2,2,NO,111929.18161297396,2843.415235362351,23307.304571529996,80153.42026701245,Toyota,2013,0
824,220,27,FL,100/300,1000,1311.1362528310347,0,FEMALE,Masters,Prof-specialty,Camping,wife,80452.95997250006,72120.67805330669,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NY,Springfield,12,1,Unknown,2,0,YES,112914.08439067984,122.38820548214014,25319.99092280989,55051.254041627115,Volkswagen,2015,1
825,234,19,IL,100/300,1000,1951.9546951549332,1000000,MALE,High School,Exec-managerial,Reading,other-relative,44411.53695169745,35958.95739199291,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,PA,Springfield,20,1,YES,1,3,YES,1791.0792998552636,11670.91474754706,27159.04995547713,86250.91554919678,Ford,2022,0
826,330,63,FL,500/1000,2000,882.773343161346,0,MALE,Masters,Machine-op-inspct,Camping,other-relative,76510.13501700132,79048.12709114372,Single Vehicle Collision,Unknown,Minor Damage,Police,NY,Northbrook,20,3,Unknown,3,1,Unknown,97951.64359052005,3115.529232963833,16310.822023990799,30634.2527315871,Ford,2013,0
827,145,26,CA,250/500,1000,1787.7053788973944,0,MALE,Masters,Craft-repair,Movies,not-in-family,1261.9862089148005,13668.991471781355,Single Vehicle Collision,Unknown,Total Loss,None,OH,Northbrook,4,1,YES,3,0,YES,94795.16346538189,25891.094797327532,21102.36211584288,36216.24654165929,BMW,1998,1
828,238,20,NY,250/500,500,1319.5857008176042,0,FEMALE,High School,Machine-op-inspct,Reading,wife,2873.9696972122642,36197.79493522852,Vehicle Theft,Rear Collision,Minor Damage,None,PA,Riverwood,1,3,NO,2,2,NO,77889.37494253664,27680.805403287988,22867.17836883033,64805.81516032814,Toyota,2005,0
829,75,38,IL,500/1000,500,1354.214771994516,0,MALE,College,Machine-op-inspct,Reading,other-relative,17078.295878214467,46393.24537746842,Parked Car,Front Collision,Minor Damage,Police,NY,Springfield,18,4,NO,1,2,YES,57191.67992986199,14472.790930692381,20659.168054683207,52053.396779299335,Ford,2013,0
830,8,43,IL,250/500,500,1014.7607858109253,0,FEMALE,Masters,Craft-repair,Movies,unmarried,21091.655614067982,42384.552450057665,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,OH,Northbrook,7,1,Unknown,3,2,Unknown,119717.90752045387,12764.145990301107,19405.00860916781,47556.41922635065,Ford,1999,0
831,73,25,FL,100/300,2000,1342.3765414503623,0,MALE,PhD,Adm-clerical,Reading,other-relative,76395.55303101377,43309.450452034005,Single Vehicle Collision,Rear Collision,Minor Damage,Police,OH,Springfield,13,4,YES,2,3,NO,51910.17891728616,16171.178308322758,16426.77758333651,51843.20733659688,Chevrolet,1996,0
832,441,65,CA,250/500,1000,609.7137642174259,0,MALE,Masters,Exec-managerial,Camping,husband,70669.41640165981,44480.33333450726,Parked Car,Unknown,Total Loss,None,WV,Springfield,5,2,NO,2,0,YES,34886.83467993689,6785.838745349586,14375.863625867083,52613.76457365373,Saab,2019,0
833,491,19,CA,250/500,1000,1646.9653589211682,1000000,FEMALE,College,Prof-specialty,Reading,not-in-family,61608.81191298282,98880.35252326513,Vehicle Theft,Unknown,Trivial Damage,Fire,PA,Riverwood,6,3,NO,2,0,Unknown,46859.228597858135,8938.97584261008,29883.750586944916,68940.06413598737,Toyota,2013,0
834,400,23,FL,250/500,1000,927.0316423164074,0,MALE,High School,Machine-op-inspct,Camping,other-relative,88485.88964833388,19315.710326965473,Parked Car,Side Collision,Total Loss,None,PA,Riverwood,13,3,Unknown,1,2,YES,66227.3636099133,3029.3151145201437,10126.823412664693,60160.57425561931,Toyota,2020,1
835,252,45,CA,500/1000,500,1831.4124942409323,0,MALE,College,Machine-op-inspct,Exercise,husband,24714.87836563663,76866.38305086043,Parked Car,Unknown,Major Damage,Ambulance,NY,Northbrook,5,2,Unknown,1,2,Unknown,32501.579506409562,13393.5027333409,2648.0631133364586,86162.55095651792,BMW,2011,0
836,229,70,TX,100/300,1000,1051.7760419111878,1000000,MALE,JD,Prof-specialty,Reading,own-child,90440.49039044483,55178.8781106658,Vehicle Theft,Rear Collision,Minor Damage,Fire,WV,Riverwood,15,4,YES,2,2,Unknown,91331.90130772024,18350.748676009778,22951.108950108828,85321.87532327334,Mercedes,2015,0
837,6,46,NY,250/500,500,714.2361657303239,0,MALE,Masters,Exec-managerial,Camping,husband,90947.10692651825,41362.84181098541,Vehicle Theft,Unknown,Total Loss,Ambulance,PA,Springfield,3,3,NO,1,3,Unknown,132689.2757755284,27906.71203174806,6414.731336084825,38030.86418607284,Mercedes,2014,1
838,173,43,IL,500/1000,1000,1543.8223615527274,0,FEMALE,Masters,Machine-op-inspct,Movies,husband,43425.97601868639,63352.87171752645,Vehicle Theft,Rear Collision,Minor Damage,None,OH,Riverwood,6,2,YES,1,3,NO,89521.28856223023,22172.19511880275,15980.80078856117,3311.4625951207468,BMW,2012,0
839,140,42,NY,250/500,500,746.8672170702542,0,FEMALE,High School,Prof-specialty,Exercise,unmarried,9438.620042016888,85353.14430998039,Single Vehicle Collision,Side Collision,Minor Damage,None,PA,Springfield,15,2,YES,1,1,YES,67276.91196786851,21691.9120065956,2874.0454980171203,1095.622921463581,Audi,2009,0
840,167,29,IL,100/300,1000,1630.5207733144857,0,FEMALE,Masters,Machine-op-inspct,Reading,unmarried,72655.9908189525,46663.8363953086,Parked Car,Side Collision,Minor Damage,Fire,WV,Springfield,3,2,Unknown,1,1,YES,119631.88055062314,9239.968862823065,18578.51582450372,11175.087099420212,Ford,2010,0
841,169,22,TX,250/500,2000,1952.168354609175,0,FEMALE,PhD,Adm-clerical,Camping,not-in-family,33692.867264707915,86480.13689610676,Vehicle Theft,Front Collision,Total Loss,Ambulance,VA,Northbrook,6,1,YES,0,1,NO,112331.77411974204,26648.798925301333,28320.222117096666,6833.27616093879,Toyota,2022,1
842,392,51,CA,100/300,2000,1669.3293031928927,0,FEMALE,PhD,Adm-clerical,Reading,unmarried,79492.95174367307,9379.833495904988,Parked Car,Side Collision,Minor Damage,Fire,OH,Northbrook,20,4,YES,3,2,NO,55375.189168839075,28408.67090039993,21681.141378208733,33665.607802481085,Mercedes,2006,0
843,433,65,FL,250/500,500,533.673872646987,1000000,FEMALE,College,Machine-op-inspct,Camping,husband,16369.028390380314,65308.42219930989,Parked Car,Side Collision,Trivial Damage,Fire,PA,Northbrook,1,2,NO,3,3,YES,90820.9438644716,27967.88809626111,6436.043346798405,4853.426439671863,BMW,2002,0
844,282,54,TX,100/300,500,1399.828682079162,0,FEMALE,High School,Machine-op-inspct,Reading,wife,53951.51135743653,33318.00613208632,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,OH,Springfield,22,4,YES,1,3,NO,109611.50761753968,1164.0907957315517,29134.14135866582,56279.771848726916,BMW,2019,1
845,121,32,NY,250/500,1000,1543.1160064545866,0,MALE,JD,Adm-clerical,Exercise,unmarried,50807.37303182109,38671.53272721641,Parked Car,Front Collision,Major Damage,Fire,NY,Riverwood,7,3,NO,2,1,NO,37196.75707390643,18130.519089120648,9212.607930736445,17196.662916975423,BMW,2000,0
846,193,61,FL,100/300,1000,1738.1874886944279,0,FEMALE,College,Machine-op-inspct,Exercise,unmarried,10031.44905696135,57101.975090430366,Single Vehicle Collision,Side Collision,Trivial Damage,Police,OH,Northbrook,9,1,NO,3,2,YES,55257.94492308638,19296.75317175885,13098.449594740634,46305.482139405925,BMW,2018,0
847,4,53,CA,250/500,2000,584.0034634085002,0,FEMALE,High School,Exec-managerial,Reading,husband,36333.282567265844,47991.67982975723,Vehicle Theft,Unknown,Total Loss,Fire,PA,Northbrook,1,2,YES,1,0,Unknown,16313.522547220591,8851.954806495105,14943.510611184025,9366.782558772791,Chevrolet,2012,1
848,28,32,TX,250/500,1000,1220.1617419284294,0,FEMALE,High School,Exec-managerial,Reading,own-child,8475.531344672805,38177.94385098544,Vehicle Theft,Front Collision,Trivial Damage,None,NY,Riverwood,5,2,YES,3,2,NO,148158.2016068716,29772.365494737893,29721.562301204183,74512.84301796345,Ford,2005,0
849,164,60,FL,500/1000,500,1303.0563089575915,0,MALE,College,Craft-repair,Chess,own-child,46474.03095122474,30832.342181973137,Parked Car,Side Collision,Minor Damage,Ambulance,NY,Riverwood,3,2,NO,2,2,YES,13338.708738258798,8735.623764556767,2066.742021575496,70218.2986545791,Chevrolet,2000,0
850,421,65,TX,500/1000,500,753.687293966267,0,FEMALE,College,Exec-managerial,Reading,other-relative,84290.45586137929,61831.53022315322,Single Vehicle Collision,Front Collision,Major Damage,None,NY,Northbrook,20,3,YES,1,1,YES,25706.615705974826,6498.349745431673,20901.8488330671,34845.20117252044,BMW,2011,0
851,338,40,TX,100/300,500,983.6747145659745,1000000,FEMALE,Masters,Machine-op-inspct,Reading,not-in-family,27020.476330413167,50557.96518296253,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Springfield,0,1,NO,2,3,YES,72234.87647478889,14524.369513295755,10857.926270782076,81962.34059405,Audi,2004,0
852,135,23,CA,250/500,500,1160.3325893842477,0,FEMALE,JD,Machine-op-inspct,Exercise,own-child,76486.19871874375,32330.912551088044,Multi-vehicle Collision,Rear Collision,Total Loss,Police,VA,Springfield,5,4,YES,3,3,NO,129858.13911490863,9694.421393110304,2349.75957307318,16794.48809206541,Ford,2013,1
853,495,63,IL,100/300,500,1749.8145319367022,1000000,MALE,PhD,Prof-specialty,Reading,unmarried,18342.741561245635,20496.101887755878,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Northbrook,11,4,NO,0,0,Unknown,53704.362430719935,27720.883796098326,28050.94972898569,73272.90979865195,Ford,2009,0
854,364,67,FL,500/1000,2000,1894.1113491053104,2000000,FEMALE,Masters,Exec-managerial,Movies,wife,67373.49274906515,77446.81959637522,Vehicle Theft,Front Collision,Trivial Damage,None,PA,Riverwood,13,4,NO,2,3,Unknown,115405.1240559362,13202.301939443183,17695.74957429196,49172.403550459756,Dodge,2010,0
855,320,61,CA,100/300,2000,1442.6342433765094,0,MALE,High School,Adm-clerical,Reading,other-relative,91553.73999304496,79971.49245278878,Vehicle Theft,Side Collision,Trivial Damage,Fire,NY,Springfield,14,4,Unknown,1,3,YES,101567.0939607773,12304.486640177502,22605.540227663274,29729.248140056774,Toyota,2017,0
856,341,60,TX,100/300,500,1092.4177790321933,1000000,MALE,JD,Adm-clerical,Chess,not-in-family,32392.80815657698,21378.812698020265,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Riverwood,23,4,YES,1,0,NO,95980.279535372,18775.863903255,7211.563067138391,7684.0480490929385,Ford,2022,1
857,499,62,CA,500/1000,1000,881.0465266984789,1000000,MALE,JD,Craft-repair,Camping,wife,90041.16380886182,26164.901324460032,Single Vehicle Collision,Side Collision,Total Loss,None,OH,Columbus,17,4,NO,2,0,NO,126830.0790195426,2433.440137533701,22846.227678882708,15500.870264056808,Mercedes,2023,1
858,144,38,IL,250/500,500,1973.2027766542258,0,MALE,College,Prof-specialty,Exercise,wife,50542.09265263945,23914.30225014869,Parked Car,Unknown,Major Damage,Police,OH,Riverwood,16,4,NO,0,1,Unknown,2618.458299479535,22701.988404495656,24854.2632006965,77671.34822147632,Audi,2023,0
859,326,40,FL,100/300,2000,1974.5299971145375,5000000,FEMALE,JD,Adm-clerical,Movies,unmarried,31680.51331656575,88456.97455765415,Parked Car,Front Collision,Major Damage,Police,OH,Riverwood,8,1,YES,3,1,Unknown,139408.37926477854,23051.96465414614,12924.88191643429,54659.05815973521,Ford,2011,0
860,216,60,IL,500/1000,500,1887.4654223525522,0,MALE,JD,Craft-repair,Camping,husband,89650.82351115314,77413.03810618505,Single Vehicle Collision,Front Collision,Minor Damage,Police,WV,Columbus,14,1,YES,3,1,NO,124469.31396027583,14220.775041830031,17158.69418243896,21414.89069984531,Toyota,2016,0
861,300,72,NY,250/500,2000,1678.503724816729,0,MALE,High School,Exec-managerial,Movies,husband,3203.726676972818,7457.352324998068,Vehicle Theft,Rear Collision,Total Loss,Ambulance,OH,Springfield,17,3,YES,3,1,Unknown,140711.14933794815,28670.93823001285,29156.176047886638,44677.173683255256,Toyota,2001,0
862,131,33,FL,500/1000,2000,988.6693156184274,1000000,FEMALE,Masters,Prof-specialty,Exercise,husband,2801.8851272810452,83266.59498270857,Parked Car,Rear Collision,Major Damage,Ambulance,OH,Springfield,23,2,Unknown,3,3,YES,119141.38863657472,17380.173323872434,25401.889251232766,9794.516617289244,Volkswagen,2013,0
863,291,64,IL,100/300,500,1725.5007252464459,0,MALE,JD,Prof-specialty,Chess,own-child,59982.96042063329,3685.1820725791627,Single Vehicle Collision,Front Collision,Major Damage,Fire,PA,Springfield,20,1,YES,3,1,Unknown,131849.41541441373,20857.093627349725,13345.501832044929,8985.940001006486,Chevrolet,2021,0
864,69,70,TX,250/500,500,1113.1895259067587,0,MALE,College,Machine-op-inspct,Exercise,husband,79675.07173302343,25319.97909830127,Parked Car,Rear Collision,Total Loss,Ambulance,VA,Northbrook,17,2,Unknown,1,2,NO,30860.168205822134,27730.34866509304,19937.215762675376,81708.04218218142,Toyota,2002,0
865,251,32,FL,250/500,1000,990.1596472325677,0,MALE,Masters,Exec-managerial,Movies,not-in-family,75154.63074381063,91899.1384096615,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,VA,Columbus,4,3,YES,1,0,YES,48224.74549811906,19990.36030274377,23526.94430407539,41261.28040473554,Dodge,2002,0
866,414,42,FL,500/1000,2000,1617.2980376994194,1000000,MALE,College,Prof-specialty,Movies,unmarried,7946.950335160552,86433.12947662095,Multi-vehicle Collision,Side Collision,Total Loss,None,VA,Riverwood,15,1,Unknown,2,1,NO,47625.541513874276,12954.780231766414,729.8646173474543,32604.88714020721,Audi,1999,1
867,274,53,CA,500/1000,1000,619.4808914306343,1000000,MALE,JD,Craft-repair,Exercise,own-child,95025.11935335578,78143.45147246147,Multi-vehicle Collision,Front Collision,Trivial Damage,Fire,WV,Columbus,8,3,YES,2,0,Unknown,16820.428508769484,743.1352689944504,17650.979598758113,85421.55721531904,Volkswagen,2005,0
868,444,28,TX,500/1000,500,572.8440849434926,0,MALE,Masters,Adm-clerical,Reading,not-in-family,70306.35376375155,45754.72291092496,Parked Car,Front Collision,Total Loss,Fire,NY,Columbus,21,1,Unknown,3,3,Unknown,109572.09866504632,21848.979468954283,29535.85840238125,35970.16100678457,Audi,1996,1
869,363,68,NY,250/500,2000,1171.9305457717783,5000000,FEMALE,JD,Exec-managerial,Exercise,husband,94911.2053727739,32141.410102000777,Parked Car,Unknown,Total Loss,None,OH,Columbus,2,1,NO,3,1,YES,20857.548456717388,28945.980348031353,28415.41949478994,30328.16731201687,Mercedes,2012,1
870,181,32,IL,250/500,1000,1168.4582012332428,0,FEMALE,High School,Exec-managerial,Chess,not-in-family,32909.77589741021,88154.58375404567,Parked Car,Rear Collision,Major Damage,Police,PA,Columbus,11,4,Unknown,3,2,YES,8350.120328819567,14107.053706079814,24973.21184287333,24641.45678709002,Chevrolet,2015,0
871,166,21,CA,100/300,1000,1843.4662295957523,0,FEMALE,Masters,Prof-specialty,Exercise,wife,69393.91279828174,65707.40902692122,Parked Car,Rear Collision,Minor Damage,None,WV,Columbus,23,2,Unknown,0,0,YES,116429.30707323205,10193.059133647925,3186.4227939205593,50899.147585163875,Saab,1998,0
872,90,38,IL,250/500,1000,689.2296444317252,0,FEMALE,College,Prof-specialty,Camping,unmarried,85993.87467334853,29550.885504779344,Multi-vehicle Collision,Unknown,Trivial Damage,Police,VA,Columbus,13,3,NO,2,1,YES,135747.14387492344,15577.782792413353,29821.24357548455,50301.11224558646,Volkswagen,2006,0
873,201,30,NY,100/300,500,684.9258911786192,1000000,MALE,High School,Prof-specialty,Reading,unmarried,38046.42231542933,46319.58779654482,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbrook,0,4,YES,1,2,Unknown,114736.44052078742,21853.116170539775,18286.144594138477,1555.856422126848,Chevrolet,1998,0
874,345,39,NY,500/1000,500,721.1789007123517,0,MALE,PhD,Craft-repair,Camping,not-in-family,96485.99187685702,88150.02222616192,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,PA,Columbus,8,1,NO,3,3,NO,123890.15581838046,20.714234461478576,6687.247482884715,58900.20292376186,Chevrolet,1999,0
875,18,36,FL,500/1000,500,544.6043919419039,0,MALE,College,Machine-op-inspct,Exercise,other-relative,26499.279122054097,90345.54360782215,Parked Car,Side Collision,Minor Damage,Ambulance,WV,Columbus,8,1,NO,2,2,Unknown,89545.4408357003,26616.351681955606,20228.060688429498,70968.80856207818,Toyota,2011,0
876,38,51,NY,250/500,2000,607.5976067223626,1000000,FEMALE,JD,Prof-specialty,Reading,unmarried,31561.362602122066,65930.20939717295,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,VA,Springfield,19,3,NO,0,3,Unknown,133218.0775182556,26590.885790349654,25695.706862390438,55475.21236449202,BMW,2017,1
877,125,31,IL,500/1000,500,1489.8048002435585,5000000,FEMALE,College,Machine-op-inspct,Camping,wife,92032.85766270387,73255.58607170338,Vehicle Theft,Front Collision,Major Damage,None,NY,Columbus,12,2,Unknown,0,0,YES,74757.17061249934,16238.938008261264,3369.8328254290755,78302.94363173499,Dodge,2013,0
878,450,21,TX,500/1000,2000,1147.3764936762639,0,MALE,PhD,Machine-op-inspct,Camping,unmarried,96965.97465027032,3929.783322880354,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Columbus,7,3,NO,3,1,YES,148254.231463876,3671.3629852682384,27493.14429868274,24949.83085719716,Volkswagen,2004,0
879,172,65,TX,250/500,1000,1645.4046006320204,0,MALE,College,Exec-managerial,Reading,other-relative,28519.574830514972,60460.050763718806,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,10,1,YES,1,2,NO,15960.548894032612,20154.17383840864,27606.128442569854,17358.94830890995,Mercedes,2008,0
880,140,70,FL,100/300,1000,1988.8965778724903,5000000,FEMALE,High School,Adm-clerical,Reading,unmarried,13639.003964285845,68899.2568370977,Single Vehicle Collision,Unknown,Minor Damage,Fire,VA,Springfield,13,4,Unknown,2,2,NO,121472.51565185688,4135.3698888994,403.93218693953514,62785.30063441564,Saab,2009,1
881,241,69,IL,250/500,500,1488.552021648502,2000000,FEMALE,College,Adm-clerical,Movies,unmarried,75905.54097105976,2037.714708023164,Vehicle Theft,Rear Collision,Total Loss,Police,WV,Springfield,15,3,Unknown,1,2,Unknown,96387.71769368566,15226.414542980421,27009.573649901828,17051.463287809427,Mercedes,2020,1
