claim_id,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,destination_risk,trip_duration_days,incident_category,travel_insurance_type,booking_lead_time_days,total_claim_amount,fraud
1127,456,37,TX,250/500,500,1434.9930453468482,0,FEMALE,High School,Machine-op-inspct,Camping,own-child,80341.18022470482,77522.56395436938,A,C,B,B,C,6059.355426407376,0
1128,349,70,CA,250/500,1000,970.0142386763739,0,MALE,JD,Prof-specialty,Movies,husband,5314.420220871352,35412.898996706776,C,C,C,A,A,6429.59432707812,0
1129,333,18,IL,100/300,500,1119.4198839881874,2000000,MALE,High School,Adm-clerical,Exercise,husband,42588.48523939035,82124.66337894915,C,C,B,A,B,7357.846219463937,0
1130,407,24,CA,500/1000,500,1465.165380655434,2000000,FEMALE,PhD,Adm-clerical,Movies,other-relative,84404.89286026069,32501.046225530572,A,B,A,C,B,3276.412596175555,0
1131,200,26,NY,250/500,500,1162.0219945499432,0,MALE,College,Prof-specialty,Movies,other-relative,70428.18891361305,6445.665485665475,C,C,C,A,A,4624.782211566374,0
1132,379,72,CA,500/1000,500,1097.7846985551473,1000000,FEMALE,College,Craft-repair,Movies,other-relative,39724.375031465686,35247.347281945695,B,A,B,C,B,2269.6943888126334,0
1133,21,39,NY,500/1000,1000,767.4093770428367,0,MALE,JD,Machine-op-inspct,Reading,unmarried,71192.51893856899,57833.45503587851,B,A,B,C,B,6389.889403121689,1
1134,163,64,TX,500/1000,2000,1919.8289169210982,0,MALE,PhD,Machine-op-inspct,Camping,other-relative,8835.612958480133,53930.688753370094,B,A,B,C,A,9403.251044329016,0
1135,94,63,IL,500/1000,1000,1481.5093212492097,0,MALE,Masters,Exec-managerial,Exercise,unmarried,19002.32869616154,85062.50033354072,C,A,B,A,B,2892.1332519004964,1
1136,347,64,IL,250/500,2000,1903.1790800955757,0,MALE,Masters,Machine-op-inspct,Chess,own-child,75908.76618695311,69090.7090151308,B,B,C,C,C,8341.21422554627,0
1137,289,51,TX,500/1000,1000,1143.2545766112216,2000000,MALE,Masters,Exec-managerial,Reading,unmarried,48164.3010721091,43768.19122490019,A,A,C,C,A,8981.40336857441,1
1138,495,64,CA,250/500,2000,1905.8976250193418,1000000,FEMALE,Masters,Machine-op-inspct,Chess,other-relative,32691.007555755292,76401.80526112799,B,B,B,B,C,8691.184645680092,0
1139,420,48,FL,250/500,500,1228.2544903286991,0,FEMALE,High School,Machine-op-inspct,Exercise,not-in-family,8627.133650637108,16098.521643444641,C,B,A,B,B,1996.1947339580568,0
1140,483,26,FL,500/1000,2000,1636.9235467351486,0,MALE,JD,Adm-clerical,Reading,not-in-family,38925.599895810934,50811.85447536264,C,A,B,B,B,5040.416219554529,0
1141,162,21,TX,500/1000,2000,1061.1300010312978,0,MALE,College,Machine-op-inspct,Chess,unmarried,30806.268115501756,19640.36538062428,C,C,C,A,B,2742.1204490505584,0
1142,128,32,CA,500/1000,2000,1846.3679533699749,2000000,MALE,JD,Adm-clerical,Reading,husband,13336.767788032355,68990.7392146634,B,C,B,C,B,4418.965086231324,1
1143,236,30,FL,250/500,500,1296.3590625356785,0,FEMALE,Masters,Exec-managerial,Camping,other-relative,51569.167672716845,32223.224769760105,A,B,A,C,B,7670.789336328505,1
1144,331,29,IL,100/300,2000,794.9612842112651,0,MALE,Masters,Prof-specialty,Exercise,own-child,14980.07202488396,79204.72900267837,C,B,A,A,C,3302.811579696209,0
1145,52,51,FL,100/300,500,1156.1030145696345,0,FEMALE,PhD,Craft-repair,Exercise,husband,88945.97221061865,24210.397663811455,C,B,A,B,A,8637.668192719315,0
1146,3,58,NY,250/500,2000,881.9015866555428,0,MALE,JD,Prof-specialty,Exercise,other-relative,99488.00081248417,90699.3015801214,A,A,C,B,A,1801.5736981403686,1
1147,128,26,IL,250/500,1000,1602.843308994222,1000000,MALE,PhD,Adm-clerical,Movies,unmarried,15490.339201249992,58068.069054305626,B,B,A,B,B,2448.9611294678907,0
1148,302,48,CA,250/500,1000,578.3192041124158,0,FEMALE,PhD,Adm-clerical,Movies,husband,13245.195107935193,56757.892045453016,B,A,C,C,C,5671.6963773300695,0
1149,294,71,CA,100/300,2000,817.9261501930432,0,FEMALE,College,Machine-op-inspct,Chess,own-child,48292.242185139956,99265.07374081333,B,C,A,A,A,2305.2944740304724,0
1150,447,57,NY,250/500,2000,917.1994895568779,0,MALE,PhD,Adm-clerical,Exercise,wife,97871.76768129958,20512.24954047871,C,C,C,C,B,1432.0961982964163,0
1151,32,38,CA,100/300,500,1891.2199781687725,1000000,FEMALE,Masters,Exec-managerial,Exercise,other-relative,44643.96324846656,23939.798085734543,C,A,C,C,C,4430.655346199957,1
1152,154,53,NY,100/300,1000,932.4834948016984,0,MALE,Masters,Adm-clerical,Reading,own-child,40624.06003003307,84782.14315318123,B,B,C,C,A,3163.6336035613217,0
1153,345,27,CA,100/300,1000,1112.1263614114907,0,FEMALE,High School,Prof-specialty,Movies,unmarried,95529.30413961994,67590.11230174641,B,C,B,C,A,4316.519763057924,0
1154,413,18,FL,500/1000,2000,1990.2146819312081,0,FEMALE,Masters,Machine-op-inspct,Reading,not-in-family,45368.71266296856,65701.44265348373,A,A,C,B,A,1348.4411804063814,0
1155,490,37,IL,250/500,2000,1824.3745836400608,0,FEMALE,JD,Exec-managerial,Movies,wife,79813.51775679404,85483.54581429217,C,B,C,B,A,7742.885428055766,0
1156,297,36,IL,250/500,2000,1750.6896033830312,0,FEMALE,JD,Exec-managerial,Reading,husband,43632.28755023662,93471.9827906869,B,C,A,C,A,8975.280981144137,0
1157,453,30,IL,100/300,500,722.1326386546496,0,FEMALE,Masters,Craft-repair,Reading,own-child,70074.43578128207,58804.461889561964,A,C,A,A,C,2896.476112084203,0
1158,211,34,NY,500/1000,2000,895.9991993428673,0,FEMALE,JD,Exec-managerial,Camping,husband,91976.22964707359,25091.572756727543,C,A,A,C,B,7135.989646237361,1
1159,469,46,CA,100/300,2000,614.5438122168813,0,FEMALE,Masters,Machine-op-inspct,Reading,husband,64902.74081267212,26819.530985904505,C,B,C,C,C,6758.67432756137,0
1160,185,22,FL,100/300,2000,1456.8895418614927,0,FEMALE,College,Craft-repair,Camping,own-child,97037.84596746278,87619.17412258835,B,A,B,C,A,8589.033748943824,0
1161,230,69,FL,100/300,500,1499.355839190208,5000000,FEMALE,JD,Machine-op-inspct,Exercise,not-in-family,73354.10693467052,14747.474984900133,A,A,B,A,C,9126.403352875312,0
1162,376,32,NY,250/500,2000,1984.57807554464,0,MALE,High School,Craft-repair,Reading,husband,6316.316969628244,41804.70694265715,A,A,A,C,C,2201.132940764739,0
1163,325,33,CA,500/1000,500,1265.950278182791,2000000,FEMALE,High School,Craft-repair,Camping,not-in-family,3942.118996809385,16041.965690332283,B,B,C,A,B,8447.159621260515,0
1164,249,45,NY,250/500,500,751.965576268477,0,MALE,College,Craft-repair,Reading,not-in-family,14392.973078678939,68436.5994877916,C,C,C,A,B,1543.8781207523277,1
1165,263,51,IL,100/300,2000,615.993338006952,0,MALE,High School,Machine-op-inspct,Camping,not-in-family,14341.409755606372,66538.12637865609,A,C,C,A,C,1391.9238616922487,0
1166,425,31,IL,100/300,1000,719.2235585897432,1000000,FEMALE,PhD,Machine-op-inspct,Camping,unmarried,2786.12314397868,89869.4785477622,B,B,A,C,B,6553.742180435727,0
1167,18,27,FL,500/1000,1000,1131.901615264229,0,MALE,Masters,Craft-repair,Reading,unmarried,37445.86071424644,39068.14807190674,C,C,A,A,B,3745.3237108815706,0
1168,19,39,FL,100/300,2000,1485.546537511968,2000000,MALE,PhD,Machine-op-inspct,Movies,other-relative,99268.74521704734,22983.94757861031,B,B,A,C,B,2723.9563513724897,0
1169,65,36,NY,250/500,500,1084.8144152454856,0,FEMALE,PhD,Adm-clerical,Camping,wife,58376.82405484329,36407.84957172494,B,B,B,A,B,7403.230173003369,0
1170,382,22,CA,500/1000,1000,1463.4356586072897,2000000,MALE,PhD,Adm-clerical,Camping,wife,73943.81644289801,69725.71356805137,A,C,B,B,C,9666.887347879661,0
1171,110,24,NY,500/1000,1000,900.0024198614933,2000000,MALE,College,Prof-specialty,Movies,wife,45268.74718965315,9630.726063199201,A,B,C,C,A,3046.5868904287454,1
1172,59,29,CA,100/300,2000,669.5622661011301,0,MALE,Masters,Adm-clerical,Reading,unmarried,17628.86956368853,8353.771087787676,B,B,B,B,C,9532.789573927172,1
1173,422,23,FL,100/300,1000,883.0628026937754,1000000,MALE,Masters,Craft-repair,Exercise,not-in-family,35120.37679763841,94711.38715608451,A,B,A,A,C,2735.8541119227407,0
1174,441,40,NY,500/1000,2000,865.0829898788686,0,FEMALE,College,Prof-specialty,Exercise,other-relative,22316.303206888344,8607.745108082443,A,C,B,C,A,6652.914702208662,0
1175,499,71,NY,100/300,2000,711.9465074832945,0,FEMALE,High School,Machine-op-inspct,Movies,wife,55189.26543004159,96288.5918245872,B,A,C,B,C,7853.311185033808,0
1176,124,68,FL,500/1000,2000,998.8148751117319,1000000,FEMALE,College,Prof-specialty,Exercise,other-relative,46722.049124978104,72504.30651664358,B,C,A,A,C,2453.7647159625913,0
1177,304,24,IL,250/500,500,1568.665370260699,0,MALE,High School,Craft-repair,Camping,wife,85319.45466558303,48276.198593393296,B,C,B,B,A,3076.42288921261,0
1178,178,44,IL,250/500,1000,1067.9687349769888,0,FEMALE,PhD,Craft-repair,Reading,not-in-family,21158.084053160375,6251.794806535116,B,C,B,A,A,9788.601297570649,1
1179,488,27,NY,250/500,2000,1714.1849212488464,0,MALE,College,Exec-managerial,Exercise,wife,57300.87775940391,42894.893662495735,C,B,A,A,A,3133.1312284774945,0
1180,282,33,TX,500/1000,2000,1702.2901702345628,0,MALE,College,Adm-clerical,Exercise,husband,2081.2040659228705,89700.8110552746,B,B,B,C,B,4091.2108523244933,0
1181,390,66,NY,500/1000,500,1666.9618192482467,0,MALE,Masters,Adm-clerical,Chess,wife,79879.87813010445,63495.10131649346,B,B,C,A,A,7375.674661768897,0
1182,121,59,CA,500/1000,2000,1482.486029482508,0,MALE,JD,Prof-specialty,Reading,not-in-family,55991.52645894925,33166.30973584081,B,B,C,A,A,6637.55722444261,0
1183,307,68,CA,100/300,2000,1426.6604774369805,0,MALE,JD,Prof-specialty,Chess,own-child,6399.173403646608,48677.66322113252,A,A,B,A,A,8726.964806882976,0
1184,322,64,NY,250/500,1000,713.8358232526582,2000000,FEMALE,High School,Adm-clerical,Chess,own-child,81574.05526247888,60828.96425707651,A,B,C,C,B,5235.078312285614,0
1185,285,61,NY,100/300,2000,864.6458055417768,0,FEMALE,College,Craft-repair,Camping,own-child,6223.594436672109,24010.733733945122,A,B,B,B,B,3333.3858416182998,0
1186,25,34,TX,500/1000,1000,1154.2448218513246,0,FEMALE,PhD,Machine-op-inspct,Reading,own-child,43080.23174904687,75029.65075666016,B,B,A,C,A,8378.487836624126,0
1187,386,18,FL,500/1000,500,1146.874247920181,1000000,FEMALE,College,Craft-repair,Exercise,wife,86576.2642190833,66071.59857671095,B,C,C,B,A,5040.146910849371,0
1188,377,36,TX,500/1000,2000,1412.8810128008843,2000000,FEMALE,College,Machine-op-inspct,Camping,husband,5846.806010179673,65384.85256369053,C,B,C,C,B,5253.36567227228,0
1189,298,43,TX,500/1000,2000,851.5584717804252,0,MALE,Masters,Exec-managerial,Movies,not-in-family,25366.968007879797,76570.73034157098,B,C,B,A,C,9199.413103819697,0
1190,163,70,FL,100/300,2000,887.2515399824072,5000000,FEMALE,PhD,Prof-specialty,Exercise,other-relative,30812.08982760395,73605.47102716315,C,C,A,A,A,3889.2543181755427,0
1191,411,57,CA,250/500,1000,693.9584200347772,1000000,FEMALE,PhD,Exec-managerial,Reading,own-child,55178.07449945168,52416.170435944354,A,A,B,A,C,7864.571726894602,0
1192,296,21,FL,250/500,1000,1595.8462967403898,0,MALE,JD,Craft-repair,Movies,own-child,49071.21212031564,86182.83315036738,C,A,B,B,A,9909.545773043928,1
1193,69,29,FL,500/1000,1000,1629.3872469698579,0,FEMALE,PhD,Prof-specialty,Movies,not-in-family,84487.01786907215,49327.113345222286,A,B,C,B,A,5228.151530851479,0
1194,428,50,TX,250/500,1000,1919.859043002223,1000000,FEMALE,JD,Exec-managerial,Reading,wife,89658.43760058521,33361.295303532235,A,C,B,A,C,4694.105198062672,1
1195,380,38,FL,250/500,1000,598.3380434510284,0,MALE,PhD,Machine-op-inspct,Chess,unmarried,34885.31389489371,28564.773814377608,C,B,B,A,B,2174.3607059813903,0
1196,1,57,TX,250/500,1000,1017.767520328717,0,FEMALE,College,Exec-managerial,Movies,other-relative,89999.45192319548,12203.660826076512,C,C,A,A,A,3949.2494228378673,0
1197,282,45,NY,100/300,500,1275.0614621732193,0,MALE,High School,Exec-managerial,Chess,not-in-family,39267.434146246385,74001.72649142976,B,A,B,A,C,2125.892016514048,0
1198,312,71,NY,100/300,1000,1874.4500208576787,0,FEMALE,PhD,Craft-repair,Movies,husband,77985.34240605992,3297.0898912581424,C,B,B,A,A,4472.499501160416,0
1199,465,47,TX,500/1000,2000,829.9240776472543,0,MALE,JD,Prof-specialty,Chess,wife,58425.072401742305,80711.02747516465,B,C,A,A,C,4305.950231065031,0
1200,179,56,NY,500/1000,1000,1773.9421876866313,0,FEMALE,High School,Prof-specialty,Reading,husband,81379.66709145518,85250.99783101065,B,A,C,A,C,6452.92404019334,0
1201,260,20,CA,500/1000,1000,1876.1029269014061,0,MALE,PhD,Exec-managerial,Exercise,husband,60845.77502690891,62602.30650477046,C,B,C,B,A,6628.5666857452525,0
1202,307,59,TX,100/300,2000,1653.8149319353856,0,MALE,High School,Exec-managerial,Camping,not-in-family,79667.6269188898,25130.96447467226,C,C,A,C,A,9590.659351672368,0
1203,193,18,FL,250/500,2000,647.6361130827314,1000000,FEMALE,High School,Craft-repair,Reading,husband,58068.15532628154,20087.09296176493,A,A,A,B,B,3248.0691307712236,0
1204,287,19,TX,250/500,2000,1797.2178989206427,0,FEMALE,Masters,Machine-op-inspct,Exercise,own-child,11724.377832957356,7332.02083149368,A,C,B,B,C,937.8989584975718,0
1205,446,54,NY,250/500,500,1756.9471374434302,0,FEMALE,PhD,Craft-repair,Chess,unmarried,78885.43727572504,90115.88627256014,B,A,C,A,C,8431.05574169869,0
1206,257,71,IL,250/500,2000,908.9132824509495,0,FEMALE,Masters,Machine-op-inspct,Chess,husband,69297.21067274915,49843.514459467166,B,A,A,C,B,427.9482245229926,1
1207,56,68,TX,100/300,1000,1321.5307284796445,0,FEMALE,JD,Exec-managerial,Movies,other-relative,77677.14739746937,38140.10984302385,A,B,B,B,A,1052.742350015014,1
1208,56,70,TX,250/500,500,1788.6899916106665,2000000,FEMALE,Masters,Exec-managerial,Camping,husband,9649.21701614989,99191.53976677399,B,A,C,B,B,3665.5884264657807,0
1209,382,48,TX,250/500,2000,695.2357400358588,1000000,FEMALE,Masters,Prof-specialty,Movies,other-relative,68973.6102064356,7987.193529392378,A,A,C,C,B,4243.75454561626,0
1210,341,28,CA,500/1000,500,1469.4498157329178,0,MALE,College,Exec-managerial,Camping,own-child,77510.49458655457,78368.50244883374,B,B,A,C,B,6755.148213920183,0
1211,394,29,IL,500/1000,500,1285.9288053604732,0,FEMALE,PhD,Adm-clerical,Chess,not-in-family,36975.632156558204,86361.85264345257,A,C,A,B,A,8263.394911247171,0
1212,226,73,FL,500/1000,2000,1196.3894522225066,0,MALE,College,Craft-repair,Reading,wife,95247.10153716161,79748.36751117258,A,A,C,A,B,9327.925696193908,0
1213,68,72,TX,500/1000,2000,597.5853285925588,0,FEMALE,JD,Craft-repair,Exercise,wife,67752.43426528305,86943.07811348622,C,B,B,C,B,235.71044590332104,0
1214,49,19,FL,250/500,500,1451.3734989703635,0,FEMALE,High School,Exec-managerial,Reading,wife,5926.617395740796,30621.357312194497,B,B,B,B,C,2317.0207104450405,0
1215,483,37,IL,100/300,2000,952.5531918696759,0,FEMALE,JD,Machine-op-inspct,Movies,wife,66796.76544279582,95250.2086010525,C,C,A,B,B,2980.122337144241,0
1216,25,55,FL,500/1000,500,1690.8072537265894,5000000,FEMALE,Masters,Craft-repair,Chess,wife,1441.4953131487885,87982.85832663694,C,C,C,A,A,6928.495972369148,0
1217,352,66,IL,100/300,1000,1998.4351804329096,0,MALE,PhD,Adm-clerical,Reading,unmarried,16580.62351560994,65052.107206292276,C,A,C,C,B,9582.759490851757,0
1218,417,29,FL,500/1000,500,1718.9019636804449,0,MALE,College,Adm-clerical,Exercise,own-child,38681.716976344214,90812.99572515268,B,B,A,B,A,587.2479411913974,1
1219,57,64,CA,100/300,2000,788.9493124641488,0,MALE,Masters,Craft-repair,Movies,wife,32998.52372981235,82970.13966263071,C,A,B,A,C,505.85572491201026,0
1220,257,61,TX,500/1000,500,979.9683429635595,0,MALE,High School,Adm-clerical,Exercise,wife,72112.8824198012,81832.09932991768,A,A,B,C,C,9282.670714933238,0
1221,353,73,FL,500/1000,1000,1801.0724037169632,1000000,FEMALE,High School,Craft-repair,Movies,unmarried,30051.82533762949,8970.749043936288,A,B,A,B,B,7721.405492132207,0
1222,237,30,CA,250/500,500,592.457163479609,0,FEMALE,High School,Craft-repair,Camping,unmarried,77875.0841947593,52597.89354607934,B,B,B,C,A,7315.956805553015,0
1223,458,65,CA,250/500,2000,721.3279108207078,2000000,FEMALE,JD,Craft-repair,Chess,wife,27474.115984533975,34347.31080802552,C,C,C,B,B,9724.486237156998,0
1224,130,72,CA,500/1000,1000,1732.6701899806103,1000000,MALE,High School,Prof-specialty,Camping,unmarried,55138.6891890344,18455.503728945212,C,A,C,C,C,2364.311857672705,0
1225,398,47,NY,250/500,1000,504.2677958977198,0,FEMALE,PhD,Exec-managerial,Movies,unmarried,63380.38668506753,61937.12938478415,C,A,A,C,B,8018.862544831119,0
1226,15,22,IL,100/300,2000,1001.5698751164191,0,MALE,JD,Adm-clerical,Reading,unmarried,93797.17907948726,65672.83061958903,A,B,C,A,B,2410.90222158434,0
1227,69,47,CA,250/500,2000,1669.46719072937,0,FEMALE,Masters,Adm-clerical,Reading,wife,2854.216886485761,33175.533630937316,A,C,A,A,A,2494.206170164206,0
1228,204,39,NY,500/1000,1000,639.7499605964387,0,MALE,Masters,Adm-clerical,Chess,other-relative,30983.61013422618,58713.083212700636,C,C,A,B,C,4819.4139244236385,0
1229,196,71,FL,500/1000,1000,1146.4729750941692,2000000,FEMALE,Masters,Craft-repair,Exercise,husband,20299.70655551926,81252.95357790939,B,B,C,A,A,6434.085531114836,1
1230,58,70,FL,250/500,500,1253.9117856820326,0,FEMALE,High School,Craft-repair,Reading,unmarried,69196.27323418343,71004.54294790045,C,C,B,C,B,2701.8563322151954,0
1231,0,20,CA,100/300,500,1431.7960060160954,1000000,FEMALE,College,Exec-managerial,Chess,husband,46980.13016693343,29410.087844999678,B,B,C,B,C,5315.917049928788,0
1232,356,53,NY,100/300,1000,1532.990174584792,2000000,MALE,JD,Prof-specialty,Movies,husband,53706.1813933852,99850.64788215033,C,B,C,A,C,1460.902353665734,1
1233,77,18,IL,250/500,1000,702.2468250768185,1000000,FEMALE,JD,Craft-repair,Exercise,unmarried,7993.417625675903,87335.60880722823,A,B,B,B,B,9327.814372036646,0
1234,224,19,FL,250/500,2000,1011.9017930952425,0,FEMALE,PhD,Craft-repair,Chess,husband,56272.003317366085,76556.0247361338,B,B,C,C,B,7259.078624629642,0
1235,429,32,FL,100/300,2000,602.9358422740182,0,MALE,Masters,Machine-op-inspct,Movies,wife,30101.077703036262,98384.64938825037,A,B,B,B,A,9825.32002699335,0
1236,102,33,TX,250/500,2000,1911.462231818084,0,MALE,High School,Adm-clerical,Movies,wife,77400.04400731108,83943.39562165047,C,A,C,A,B,2480.8867822596153,0
1237,222,62,IL,100/300,1000,1221.7741768178885,0,FEMALE,High School,Craft-repair,Exercise,husband,36300.17067318805,76904.50766705956,A,A,A,A,B,1481.5198236249348,0
1238,321,48,FL,100/300,2000,986.7177228882543,2000000,FEMALE,High School,Adm-clerical,Exercise,unmarried,3694.1124697673745,84874.3722080544,C,A,B,A,C,1194.2221817462903,1
1239,369,50,CA,100/300,500,1773.991944639162,0,MALE,High School,Exec-managerial,Reading,wife,6456.717315552763,10156.984966318827,A,B,B,A,C,9666.804616117985,0
1240,82,61,IL,500/1000,1000,1452.5575206155304,0,MALE,High School,Exec-managerial,Reading,unmarried,30639.73036083507,57889.6552301305,A,B,A,C,C,281.5249376791644,0
1241,230,24,FL,250/500,500,1171.2669003651686,5000000,FEMALE,Masters,Prof-specialty,Chess,other-relative,32706.077388477006,30817.41581751507,C,A,C,A,B,141.27050534327222,0
1242,385,31,IL,500/1000,2000,1391.0924946508876,0,FEMALE,Masters,Exec-managerial,Camping,husband,68364.48108409811,48405.75526801639,A,B,A,B,B,7191.825287207427,0
1243,242,37,CA,500/1000,2000,1793.4612620834769,0,FEMALE,JD,Prof-specialty,Chess,own-child,29315.76787215978,87195.3694749986,C,C,C,C,C,9816.326828438157,1
1244,396,27,CA,500/1000,1000,1534.064015952349,0,FEMALE,PhD,Prof-specialty,Chess,own-child,76790.78221259711,31945.36344465512,A,A,A,B,A,5865.390496085664,1
1245,217,63,TX,250/500,2000,1769.2157396904172,1000000,MALE,High School,Prof-specialty,Chess,wife,55391.9332934377,9377.012587518508,B,B,C,B,C,6247.746094342791,0
1246,478,18,IL,100/300,1000,1049.2888170900437,0,FEMALE,College,Craft-repair,Reading,own-child,30458.448093789346,5901.473153195769,B,B,B,A,B,6170.226776849485,0
1247,475,60,FL,500/1000,1000,1448.677337840071,0,MALE,JD,Prof-specialty,Reading,own-child,25615.782286772228,31394.7650525212,A,A,A,A,C,2706.529098458306,0
1248,398,27,IL,250/500,2000,653.9797232188248,0,MALE,PhD,Machine-op-inspct,Reading,husband,32354.642788506015,25268.679775012824,A,B,B,B,C,2682.6126794658653,0
1249,327,53,NY,100/300,1000,750.6939783020478,0,FEMALE,JD,Craft-repair,Exercise,wife,31049.99605598331,1504.005547726228,C,A,A,B,C,1130.4028420408022,1
1250,236,50,FL,250/500,500,1097.7783037667791,0,MALE,Masters,Machine-op-inspct,Camping,husband,59006.6735694391,34203.70011162684,B,A,B,B,B,4743.174162965637,0
1251,64,66,FL,500/1000,1000,1920.2634328103518,1000000,FEMALE,JD,Machine-op-inspct,Camping,husband,78407.24653026226,58285.808604701364,B,C,B,B,C,1912.6448417408146,0
1252,357,38,TX,250/500,500,1761.774576244065,0,MALE,Masters,Craft-repair,Reading,other-relative,22278.149251850642,45075.64748042705,A,C,B,B,B,3178.333754895436,0
1253,45,42,NY,250/500,2000,974.137825620857,0,MALE,High School,Exec-managerial,Camping,wife,78445.22390189678,2962.967100677483,C,A,A,B,C,4791.724568088498,0
1254,499,73,CA,100/300,1000,614.2120814459096,0,FEMALE,Masters,Machine-op-inspct,Reading,wife,3650.7458960008953,15844.02002953279,C,B,A,A,B,8016.042647655551,1
1255,91,47,NY,250/500,500,854.0115466452514,2000000,FEMALE,Masters,Machine-op-inspct,Camping,unmarried,31532.23531445609,38168.41795938685,C,B,A,A,A,7473.728297596965,0
1256,223,34,FL,250/500,2000,812.9308709268428,2000000,MALE,College,Prof-specialty,Chess,unmarried,34693.7392708652,81484.81074146848,C,A,B,C,C,7653.043476656154,0
1257,50,60,NY,500/1000,1000,551.1397930170807,1000000,FEMALE,College,Prof-specialty,Camping,wife,4363.321990028057,53323.258791441505,B,B,B,C,A,293.65170235972533,1
1258,370,55,FL,500/1000,1000,1712.1170242673588,1000000,FEMALE,JD,Machine-op-inspct,Camping,unmarried,54036.5955007749,56622.01649697437,B,B,C,A,C,8466.726893765876,0
1259,93,32,FL,100/300,2000,1780.1477587916922,2000000,FEMALE,High School,Prof-specialty,Movies,other-relative,5350.050152366215,47512.575289630746,A,A,C,A,C,2338.1040841544022,0
1260,366,52,CA,250/500,500,1066.0801712332334,0,FEMALE,High School,Prof-specialty,Movies,unmarried,65152.14586979081,88050.13470779362,A,C,B,C,C,2878.603761251402,0
1261,160,26,IL,500/1000,2000,719.2752745444026,0,FEMALE,Masters,Adm-clerical,Movies,wife,65465.40040182983,77435.17912014478,C,A,C,A,B,7312.430066900012,1
1262,368,73,TX,100/300,500,663.3711263012647,0,FEMALE,JD,Prof-specialty,Chess,not-in-family,17982.85678669026,74947.17658297282,C,C,C,A,C,5653.131259439739,0
1263,164,72,TX,250/500,2000,697.5875157331932,0,FEMALE,JD,Exec-managerial,Exercise,wife,8022.59764945098,97287.71599816404,B,C,B,C,C,2574.2225129564354,1
1264,466,74,TX,500/1000,1000,693.0257453298659,1000000,MALE,High School,Exec-managerial,Camping,unmarried,8717.49793110166,2056.7278137381572,A,C,A,C,A,7453.450664964854,0
1265,71,61,NY,500/1000,500,585.0863867329354,2000000,FEMALE,JD,Prof-specialty,Chess,wife,26675.442493125312,57199.84370428366,B,C,B,C,A,5695.627627476867,1
1266,402,55,FL,500/1000,500,1901.2833380474776,0,MALE,PhD,Exec-managerial,Exercise,husband,78492.02482686518,19678.91858155876,C,B,C,A,B,9501.753387065952,0
1267,254,32,TX,100/300,1000,886.8888624058552,1000000,FEMALE,PhD,Prof-specialty,Reading,unmarried,58055.230602192176,99331.24953410975,C,B,C,A,B,3587.8303626615625,0
1268,289,53,IL,500/1000,2000,664.0626728548363,0,FEMALE,JD,Craft-repair,Chess,wife,59148.30237754798,27099.319147509592,B,B,B,B,B,9035.791353860102,0
1269,182,66,FL,500/1000,2000,1593.705771926871,1000000,MALE,College,Adm-clerical,Movies,other-relative,48992.103768515095,11777.0391259716,A,B,C,A,A,8330.381628937314,0
1270,28,29,IL,100/300,2000,1862.53841349054,1000000,FEMALE,JD,Machine-op-inspct,Reading,own-child,60498.42282144994,3475.8849609610065,C,B,A,B,B,757.807880058424,0
1271,442,70,IL,100/300,1000,1704.9296290376096,0,MALE,PhD,Adm-clerical,Movies,not-in-family,95288.7722554,64907.842921247386,B,C,C,C,B,1328.852112173109,0
1272,381,28,FL,500/1000,1000,1779.39729997506,0,MALE,JD,Prof-specialty,Camping,not-in-family,85706.55404380808,2367.9386782763268,A,C,A,B,B,1657.9137572266545,0
1273,386,67,NY,250/500,500,1320.9955547600348,0,FEMALE,College,Prof-specialty,Movies,husband,3585.1327053616824,3653.085586127669,A,C,A,B,C,3158.138324644505,1
1274,484,64,CA,500/1000,1000,1145.0391184569348,1000000,MALE,JD,Prof-specialty,Movies,not-in-family,37880.30492134878,27201.87404017421,B,A,C,A,C,7276.239225313533,1
1275,427,57,CA,250/500,1000,1644.1831393062432,2000000,FEMALE,Masters,Craft-repair,Exercise,husband,76794.0041466326,72089.06530239954,A,B,C,A,B,7749.813935139464,0
1276,344,71,IL,250/500,500,1878.1688627611584,0,MALE,JD,Exec-managerial,Chess,husband,96883.91203262568,64434.74360237138,B,B,C,A,A,7972.623866147261,0
1277,44,63,IL,250/500,500,763.0012712800997,2000000,FEMALE,College,Craft-repair,Reading,other-relative,18446.726901669263,33403.87495860095,A,B,B,B,A,9542.176544831826,0
1278,313,62,IL,500/1000,1000,598.9739505624595,0,FEMALE,PhD,Prof-specialty,Exercise,own-child,62156.39123684602,26022.883627522497,C,C,C,C,A,5275.071462947219,0
1279,295,63,CA,500/1000,2000,1091.8224413140372,5000000,MALE,JD,Adm-clerical,Camping,other-relative,89801.28518174979,88127.91062049015,C,A,A,A,A,2041.2936773728204,0
1280,123,51,IL,500/1000,2000,1309.6454416082888,0,FEMALE,PhD,Exec-managerial,Camping,husband,37513.66631338081,43071.83604607091,C,B,B,A,B,8182.7616041587235,1
