claim_id,age,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_relationship,capital_gains,capital_loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_year,fraud
471,37,IL,1000,701.6526941121828,1000000,MALE,College,Adm-clerical,other-relative,42612.23709724855,31623.61012057387,Vehicle Theft,Rear Collision,Trivial Damage,Ambulance,23,3,Unknown,2,1,Unknown,67544.50750348622,18587.61300668064,18614.039196427617,5030.246415517,Saab,2003,0
472,18,IL,500,949.0933825575219,0,MALE,Masters,Handlers-cleaners,wife,55232.1497374278,14414.790227712814,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,3,1,Unknown,0,0,YES,59093.80926769458,1132.7741879520215,23840.38705293647,3314.008252082661,Volkswagen,2014,0
473,25,TX,2000,1038.0732881255203,5000000,MALE,College,Priv-house-serv,other-relative,59888.309475731716,31922.753532607185,Parked Car,Side Collision,Total Loss,Police,20,4,Unknown,1,0,YES,57839.919031727586,8719.987847981318,26687.719241005943,34151.264590393825,Dodge,2002,0
474,63,NY,2000,1706.6558115192574,1000000,MALE,JD,Protective-serv,husband,27441.172100037515,14340.787360351558,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,14,2,NO,1,2,YES,7035.24314793292,12410.587912170116,14049.20780517439,31106.803998512907,Volkswagen,1995,0
475,33,IL,500,918.1398086218296,2000000,FEMALE,JD,Adm-clerical,wife,40002.96359862914,14681.619587993711,Parked Car,Unknown,Minor Damage,Police,11,2,NO,0,3,NO,25283.144801073387,16507.92293577534,26924.996322036124,10917.500384328783,BMW,2018,0
476,31,IL,1000,816.0574458008048,5000000,MALE,JD,Adm-clerical,husband,77833.92290675588,19979.925581043393,Vehicle Theft,Unknown,Total Loss,Fire,18,4,YES,1,2,NO,57398.00934072589,8881.902891245853,15235.502181526846,13307.247991776274,Toyota,2000,0
477,29,CA,500,1936.1720285571444,5000000,MALE,High School,Priv-house-serv,husband,94121.46941206855,42621.52087845595,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,20,3,Unknown,0,1,YES,2322.5621179646423,8632.395376541945,20646.84126533073,12755.97451313858,Mercedes,2018,0
478,68,FL,500,513.2949276702034,1000000,FEMALE,PhD,Handlers-cleaners,wife,86188.03311182573,25014.893719699598,Vehicle Theft,Rear Collision,Minor Damage,Police,18,1,YES,2,3,NO,25439.103384039976,29490.45468750778,29370.880782754175,26088.447521865495,Saab,2016,0
479,40,NY,500,1996.7312835229673,5000000,MALE,College,Protective-serv,husband,56428.35017334319,33945.04211151037,Vehicle Theft,Unknown,Minor Damage,Ambulance,20,1,Unknown,0,2,NO,23303.931323404075,1255.883871626997,7078.553675835802,2917.854526064685,BMW,2005,0
480,32,CA,1000,1515.2319482860935,5000000,MALE,College,Adm-clerical,wife,41029.28029439465,19598.38701372315,Parked Car,Rear Collision,Minor Damage,Ambulance,10,1,Unknown,0,3,Unknown,25360.682961003025,29671.362422734557,5055.638282474344,19831.362617917213,Dodge,1997,0
481,45,TX,500,1742.7039491736757,1000000,MALE,College,Protective-serv,wife,33295.66143714182,13180.271990344072,Single Vehicle Collision,Unknown,Major Damage,Fire,20,1,Unknown,1,3,NO,53793.14520688204,1432.5582323518959,10260.564749336105,5787.982279953434,Chevrolet,2022,0
482,51,TX,1000,941.9290945192897,1000000,MALE,College,Adm-clerical,wife,12495.656608401807,47732.00803581157,Single Vehicle Collision,Front Collision,Total Loss,None,5,3,NO,2,2,Unknown,58405.05522490965,8650.242833840575,4931.970681609281,32879.672366586776,Audi,2009,0
483,19,IL,500,521.4729165005899,5000000,FEMALE,JD,Handlers-cleaners,own-child,10655.124721611297,30179.06235615313,Parked Car,Front Collision,Minor Damage,Ambulance,8,2,Unknown,0,3,YES,90945.30044009472,14810.725649080501,8524.884171146225,15536.188670243628,Dodge,2005,0
484,49,IL,2000,1606.804277842295,2000000,FEMALE,College,Exec-managerial,husband,68835.76249136576,46697.566929135915,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,0,2,Unknown,2,1,NO,38910.08937810881,4298.950290429756,22289.55970111812,21339.10163216864,Mercedes,2018,1
485,40,TX,500,1751.2168955010136,0,MALE,PhD,Adm-clerical,unmarried,25979.441617116037,10170.650109915752,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,11,1,NO,0,0,Unknown,92694.60225574103,4045.3908755617153,14325.721077638616,1658.0455467620461,Mercedes,1999,0
486,39,IL,500,1610.7141979302787,5000000,FEMALE,JD,Exec-managerial,wife,25466.16864324468,7344.708195646637,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,13,1,Unknown,1,0,NO,65369.457325924945,7689.381397828375,11251.238834847056,2801.440384871567,Mercedes,2022,0
487,68,NY,2000,714.2754309512579,5000000,FEMALE,College,Adm-clerical,husband,99819.50544777857,42791.14535619518,Parked Car,Unknown,Trivial Damage,Ambulance,5,1,NO,0,3,Unknown,91309.70939210529,29205.215507207085,11061.720158273793,27164.66581397191,BMW,2020,0
488,42,IL,1000,1630.1418833854536,2000000,MALE,High School,Other-service,other-relative,18792.59578737954,34045.860630862575,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,0,4,NO,0,0,Unknown,83430.47411716482,11403.505766236924,5835.8992470015955,30787.436533082615,Mercedes,2010,1
489,39,FL,1000,1653.3841731614614,5000000,FEMALE,Masters,Handlers-cleaners,wife,14805.975948882966,9328.924962682067,Multi-vehicle Collision,Front Collision,Minor Damage,None,21,4,YES,2,3,NO,68914.4531190649,16979.845148075754,13422.343628609857,28546.405591786955,Toyota,2015,0
490,39,IL,500,1487.8107735050824,5000000,MALE,Masters,Priv-house-serv,wife,9868.522775992062,13467.985033176888,Vehicle Theft,Side Collision,Minor Damage,None,1,2,NO,0,2,YES,35932.537002136465,21128.74207144939,18739.066760645288,29612.23614008548,Toyota,2022,0
491,66,CA,2000,1649.1738991933794,0,FEMALE,Masters,Exec-managerial,unmarried,57980.53451667962,40033.19707626556,Vehicle Theft,Side Collision,Major Damage,Ambulance,23,2,NO,1,1,Unknown,24490.48954467924,22266.65506572631,4174.645035546712,4632.484096698495,Toyota,2001,0
492,69,NY,1000,1768.8821595165982,0,FEMALE,JD,Priv-house-serv,own-child,62786.38260021014,22693.430999796805,Parked Car,Rear Collision,Trivial Damage,Ambulance,10,1,NO,1,0,YES,22627.947833447204,20641.228990360643,29184.38584410644,27891.308223352873,Mercedes,2000,0
493,59,CA,500,1420.4061713561878,0,FEMALE,College,Handlers-cleaners,own-child,36522.79262568819,33527.025325304545,Multi-vehicle Collision,Unknown,Total Loss,Fire,2,4,Unknown,0,2,NO,95241.29682689998,10107.845795751746,13298.435292802007,7679.029516219199,Toyota,2003,1
494,23,CA,2000,632.9070709545185,1000000,MALE,JD,Priv-house-serv,wife,53541.333551146774,15917.601106800545,Parked Car,Rear Collision,Total Loss,Fire,9,3,YES,0,1,NO,95878.09739137114,3351.8348206818737,28438.82750254184,4371.609559133023,Volkswagen,2001,1
495,32,FL,1000,1231.4417145008163,1000000,FEMALE,PhD,Handlers-cleaners,husband,78839.95309449125,19061.497638743836,Vehicle Theft,Front Collision,Total Loss,Police,5,4,Unknown,2,0,YES,72620.72166566874,8451.494259996327,4039.7677987255565,30407.852802966223,Volkswagen,1997,1
496,71,NY,1000,616.4740020074075,0,MALE,High School,Priv-house-serv,other-relative,81810.41683217484,49535.62793115525,Parked Car,Rear Collision,Total Loss,None,5,2,NO,2,0,NO,88437.70041560949,6308.856803085198,23016.478595180408,35631.5416255118,Mercedes,2005,1
497,60,NY,2000,1111.3145465486464,0,MALE,High School,Exec-managerial,other-relative,95791.20757156482,12380.854358735927,Parked Car,Rear Collision,Minor Damage,Ambulance,19,4,NO,1,1,Unknown,91940.11822636653,4088.3191460795033,18529.141516306347,28810.04134250377,Ford,2021,0
498,54,NY,2000,1110.6597336884415,1000000,FEMALE,Masters,Other-service,husband,82426.79859228745,25322.8188518257,Single Vehicle Collision,Front Collision,Total Loss,None,20,2,YES,2,2,YES,51399.84155367156,734.9019525485612,24601.923586301124,32320.15138618276,BMW,2006,1
499,50,NY,2000,599.0147662103624,2000000,MALE,Masters,Priv-house-serv,wife,56484.14367174266,42220.11715952661,Single Vehicle Collision,Front Collision,Minor Damage,Fire,1,1,YES,0,2,NO,63091.439217204635,28071.775471752426,18020.337688656156,39647.982127303825,Audi,2015,0
500,25,NY,2000,1023.2308009542189,5000000,FEMALE,Masters,Exec-managerial,other-relative,17965.6965836846,11961.1606832929,Single Vehicle Collision,Front Collision,Minor Damage,None,23,3,NO,1,0,NO,42166.07254306135,27631.031596360146,28885.09899728418,5822.858500564039,BMW,2019,0
501,70,FL,500,666.4971481869723,5000000,MALE,College,Adm-clerical,own-child,9976.355770284239,20760.687834216536,Vehicle Theft,Front Collision,Total Loss,None,9,1,NO,2,1,YES,42139.83104638368,1512.510168905078,18807.954927895727,38623.525821105024,BMW,2005,1
502,61,IL,2000,1712.3528150138332,0,MALE,PhD,Handlers-cleaners,husband,5451.18899108592,30754.564368499414,Parked Car,Side Collision,Minor Damage,Ambulance,22,1,Unknown,1,2,Unknown,4323.677405139155,5192.537184612054,23538.12376033404,24247.313316859047,BMW,2023,0
503,61,CA,1000,1921.532038946706,2000000,FEMALE,PhD,Protective-serv,unmarried,66652.58317853838,24059.407573755125,Single Vehicle Collision,Unknown,Minor Damage,Ambulance,5,3,NO,0,1,YES,43665.23531823815,4185.01414388381,26327.45317600102,32623.49971512831,Audi,2020,0
504,22,NY,1000,608.4747128869079,1000000,FEMALE,PhD,Protective-serv,wife,80753.62553979931,22975.113328515872,Single Vehicle Collision,Unknown,Minor Damage,Fire,22,3,Unknown,2,1,NO,67512.23624556174,8436.688032645521,21437.5041363138,26181.682672712966,Toyota,1996,0
505,56,IL,500,1932.6728109375522,0,FEMALE,PhD,Handlers-cleaners,husband,50868.3950684079,18125.48656610618,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,16,3,YES,0,0,NO,42487.22552760383,6122.066114362234,15727.09969689481,23016.492657021292,Saab,1995,0
506,21,IL,1000,1283.8648990051179,2000000,FEMALE,Masters,Other-service,other-relative,5471.417483363994,29332.316388746254,Vehicle Theft,Unknown,Major Damage,Fire,13,2,Unknown,0,1,YES,87304.76284925717,28375.606121935652,8184.512362902609,28292.95026385667,Saab,2021,0
507,23,CA,1000,949.3485169308108,2000000,MALE,High School,Priv-house-serv,wife,53547.057459133815,31218.634896180512,Vehicle Theft,Unknown,Minor Damage,Fire,4,1,NO,1,1,Unknown,33590.013764498304,2525.113096806115,25634.77840187008,13150.217248262821,Chevrolet,2018,0
508,62,FL,2000,615.2931129142453,2000000,MALE,Masters,Other-service,own-child,93574.92615245504,32664.477045068128,Parked Car,Unknown,Total Loss,Police,22,2,Unknown,1,3,Unknown,13701.863632804523,6350.1248101350975,14417.347580660351,37008.72517793055,Mercedes,2018,1
509,49,TX,1000,1250.9364021056267,1000000,MALE,PhD,Protective-serv,wife,59761.31909324605,3518.405395301466,Parked Car,Unknown,Minor Damage,Police,16,3,Unknown,1,1,Unknown,81250.0897275414,2421.699137487433,18621.246790051773,5054.056596203259,Dodge,1996,0
510,69,TX,500,1691.773316736123,1000000,FEMALE,Masters,Exec-managerial,wife,80942.74884628148,31551.708785602445,Parked Car,Front Collision,Total Loss,Police,1,2,YES,2,2,YES,67557.8178736949,29411.56045933309,2376.796136427595,13062.231771415254,Toyota,2008,1
511,47,IL,2000,1560.6297159000471,5000000,MALE,PhD,Handlers-cleaners,own-child,80015.26483917506,47661.85893906164,Single Vehicle Collision,Rear Collision,Major Damage,None,8,3,Unknown,2,0,Unknown,24561.038490897892,27552.40527291015,14920.539693805495,1730.9129514198808,Toyota,2007,0
512,64,CA,2000,575.3390171959607,5000000,FEMALE,JD,Handlers-cleaners,own-child,93212.90997806529,27049.31177640418,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,NO,1,0,Unknown,53876.899976202185,21498.94769296233,20944.72932059535,11217.260382020622,Dodge,2018,0
513,52,TX,500,609.3527530518553,2000000,MALE,High School,Other-service,wife,77022.87656498732,35763.35412546222,Vehicle Theft,Rear Collision,Total Loss,Ambulance,18,3,Unknown,2,1,Unknown,40484.30769008235,12779.1909665974,17522.1572980131,9119.416547085473,Mercedes,1999,0
514,72,IL,2000,1104.3099239489557,2000000,FEMALE,JD,Exec-managerial,own-child,74770.05140130896,27836.61538796089,Single Vehicle Collision,Side Collision,Trivial Damage,Ambulance,21,1,Unknown,2,1,Unknown,93916.54775534794,5705.344065719776,13456.64568137115,2460.4189968059327,Saab,1996,0
515,57,FL,2000,942.9357410719149,1000000,MALE,College,Other-service,husband,23410.266497064058,42737.030929598935,Single Vehicle Collision,Unknown,Trivial Damage,Police,6,1,Unknown,1,2,NO,60929.54304660259,6644.691750604273,6702.819502490076,19925.075522020572,Audi,2017,0
516,69,TX,500,848.5764845840717,5000000,MALE,Masters,Priv-house-serv,own-child,5992.515532108145,46479.15472987845,Parked Car,Front Collision,Major Damage,None,8,1,NO,0,3,YES,16259.731488105663,13291.200256680344,9290.106002704786,19011.12365329659,Dodge,2017,0
517,33,IL,2000,921.5067483630704,2000000,FEMALE,College,Adm-clerical,own-child,51759.94650538077,9210.994964817965,Parked Car,Front Collision,Total Loss,Fire,20,2,Unknown,2,0,YES,50463.77103738002,23046.680140094446,21018.730744869034,3570.945033997421,Audi,2013,0
518,30,IL,500,1705.2241149453268,5000000,MALE,Masters,Exec-managerial,wife,12443.42079467552,21843.00182785633,Single Vehicle Collision,Side Collision,Total Loss,None,15,1,NO,2,3,Unknown,86324.40483612315,7941.884879968767,6725.720965181968,10843.09599063236,Chevrolet,2011,1
519,67,NY,500,1893.8420804477807,5000000,FEMALE,JD,Adm-clerical,husband,96219.58762779913,19619.105046636065,Vehicle Theft,Front Collision,Total Loss,None,19,3,Unknown,0,2,YES,67313.91866822993,9323.7573760394,18651.798459266454,38156.22533842106,BMW,2005,0
520,59,FL,1000,1107.6540417913498,2000000,MALE,PhD,Priv-house-serv,unmarried,28992.47626330286,20260.756164963932,Vehicle Theft,Rear Collision,Minor Damage,Fire,10,4,YES,0,0,YES,84323.9815718163,17998.32874213412,17692.128376686094,4874.096668161603,Toyota,2010,0
521,47,NY,1000,1859.1665031987457,1000000,MALE,PhD,Adm-clerical,unmarried,85294.4203384293,6276.209061393795,Single Vehicle Collision,Side Collision,Minor Damage,Fire,11,1,YES,0,2,NO,25414.73172963121,7131.880868347607,29112.524381605912,12548.236629948993,BMW,2014,0
522,36,CA,2000,982.243551871823,2000000,FEMALE,Masters,Protective-serv,other-relative,38762.462520245936,40680.786299035964,Multi-vehicle Collision,Front Collision,Major Damage,Fire,14,2,YES,1,1,YES,88890.96201623042,17526.558638784107,1823.4552745400968,1916.5647389590129,Saab,2012,0
523,34,NY,2000,1214.6554795156874,2000000,FEMALE,PhD,Adm-clerical,own-child,32319.424985737744,1788.3121507467624,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,17,4,NO,0,2,NO,75683.32751650512,11613.926798168537,3243.6782188818447,6381.044503638787,BMW,2014,1
524,73,NY,500,839.0434967239996,5000000,MALE,JD,Priv-house-serv,own-child,93515.85723766212,26411.330386357844,Vehicle Theft,Side Collision,Trivial Damage,Fire,18,1,NO,1,1,YES,73026.91866608882,1031.046177040441,15182.50396937271,28126.18574489869,BMW,2002,0
525,36,TX,2000,1460.714063263766,2000000,MALE,PhD,Adm-clerical,husband,36332.257208622395,33093.91940223456,Parked Car,Front Collision,Minor Damage,Fire,15,1,NO,0,3,NO,34980.836441470674,12081.038586958917,15813.294760609038,14985.301776186083,Ford,1996,0
526,45,IL,500,1968.4716727622133,1000000,MALE,JD,Handlers-cleaners,unmarried,39028.79086631365,10373.47190294386,Multi-vehicle Collision,Rear Collision,Minor Damage,None,14,4,Unknown,0,0,NO,88821.97734417256,27585.758385574347,1197.8297641551371,18357.024541825263,Dodge,2011,0
527,72,FL,500,1405.239644065068,2000000,MALE,College,Other-service,other-relative,10609.177961290916,45292.509604939776,Multi-vehicle Collision,Front Collision,Major Damage,None,4,1,NO,1,0,YES,63978.94805062505,8793.356374003817,24775.662625783563,6700.646607660918,Dodge,2005,0
528,43,NY,2000,1036.7211261703233,1000000,MALE,JD,Protective-serv,husband,67044.66652825093,41927.46035123966,Parked Car,Unknown,Total Loss,Police,10,2,NO,1,3,NO,85258.02794784885,9684.971683094069,14841.704943086872,27444.536829206416,Toyota,2008,1
529,54,FL,500,1471.7261689857926,1000000,MALE,High School,Handlers-cleaners,own-child,28883.94144775135,23554.186474196264,Multi-vehicle Collision,Unknown,Minor Damage,None,14,3,NO,0,1,NO,36416.659870634045,1978.2266417786066,10399.312399215863,30185.103124604517,Volkswagen,2010,0
530,43,NY,1000,684.3810176980813,5000000,FEMALE,High School,Handlers-cleaners,unmarried,58560.41678395072,20557.446617006935,Single Vehicle Collision,Front Collision,Trivial Damage,Fire,17,3,NO,0,0,YES,14992.383060903472,18451.42345707883,9565.613118446276,7653.925955911221,Dodge,2009,0
531,70,CA,2000,1832.988620398098,0,FEMALE,High School,Priv-house-serv,other-relative,59135.17040532095,11828.396260555002,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,12,4,YES,0,2,NO,33567.549431922074,25477.270928950165,25842.21544662544,2277.2418129877155,Dodge,2009,0
532,40,NY,1000,1254.6259261697546,0,FEMALE,Masters,Other-service,wife,71919.9695595767,36499.66123224818,Parked Car,Unknown,Total Loss,None,3,3,Unknown,2,1,NO,45798.80256383066,10587.686792793049,5901.98599284541,3697.1748052062308,Toyota,1997,1
533,26,TX,2000,1174.0246130594633,5000000,MALE,Masters,Other-service,unmarried,74524.14861724412,6587.189981598207,Single Vehicle Collision,Unknown,Major Damage,None,16,1,YES,0,0,NO,53574.0338269765,7207.366725599653,4812.531162978277,26453.3074095192,Toyota,2020,0
534,29,IL,500,1378.7971826802786,2000000,MALE,Masters,Exec-managerial,other-relative,51445.24344015394,34011.88769218915,Multi-vehicle Collision,Front Collision,Total Loss,Fire,3,1,Unknown,1,2,NO,51325.51696329798,28698.35562491576,6395.355876698495,5852.668798546138,Audi,2001,1
535,70,CA,2000,1437.1757941841038,5000000,MALE,JD,Protective-serv,husband,33099.1947603403,42122.84930592068,Vehicle Theft,Front Collision,Major Damage,None,15,2,Unknown,2,2,NO,54832.431947438155,22352.178437744653,18750.67642955891,20009.793949669005,BMW,2023,0
536,18,NY,1000,607.6637093397695,1000000,FEMALE,Masters,Priv-house-serv,wife,83745.08948347339,11423.578795851186,Single Vehicle Collision,Front Collision,Major Damage,None,22,3,YES,1,0,Unknown,84249.72363968327,17014.906778497938,24327.925668852276,6529.340471583717,Toyota,2006,0
537,18,FL,500,1523.9258318351035,0,FEMALE,College,Protective-serv,other-relative,30986.56494084847,43321.37014493781,Single Vehicle Collision,Side Collision,Minor Damage,Fire,14,4,NO,2,3,NO,17425.073995722905,9165.934990346523,9929.360813645388,7220.84790410697,Saab,2016,0
538,64,CA,2000,862.8975204732944,5000000,MALE,High School,Exec-managerial,other-relative,50750.90944693315,1666.1599719754226,Vehicle Theft,Side Collision,Total Loss,None,13,1,YES,2,3,NO,31947.103869302653,6623.940539292026,5203.859943444387,672.239881989985,Toyota,2016,0
539,51,CA,2000,1570.9289487598846,2000000,MALE,JD,Adm-clerical,own-child,40125.258320372806,45639.36926932627,Vehicle Theft,Side Collision,Minor Damage,Ambulance,11,4,Unknown,1,0,NO,88916.54479832742,21472.321170014016,6275.825028858616,13172.558106406323,Mercedes,2017,0
540,49,NY,2000,1733.8021915762952,5000000,FEMALE,High School,Handlers-cleaners,unmarried,85507.83859696881,5918.111392564901,Multi-vehicle Collision,Front Collision,Minor Damage,Police,2,1,Unknown,2,2,NO,56265.591353553864,15653.664514120324,18575.51335553553,4046.9920098779826,Toyota,2018,0
541,71,CA,1000,1705.9377613287804,0,FEMALE,Masters,Protective-serv,own-child,43191.85311458288,32287.95889690163,Multi-vehicle Collision,Rear Collision,Trivial Damage,None,9,1,NO,1,3,YES,58547.29210177243,15617.994504089433,7381.056786426897,16061.470375946798,Dodge,1997,0
542,65,FL,1000,1328.7514511118338,5000000,FEMALE,JD,Handlers-cleaners,wife,38609.918883748425,12504.12344569709,Parked Car,Unknown,Total Loss,Ambulance,7,2,YES,0,3,Unknown,48067.22318908825,2211.294560167314,26318.406940541005,24112.480229894565,Audi,2013,0
543,42,CA,2000,1280.2548384661268,5000000,MALE,PhD,Priv-house-serv,other-relative,68982.36928976375,41827.61955848069,Parked Car,Side Collision,Major Damage,None,5,3,Unknown,2,3,YES,55122.97618112084,15365.834302788178,3116.740632429419,15017.51194316062,Ford,2004,0
544,57,FL,500,714.3139420091176,0,MALE,College,Adm-clerical,own-child,60244.110986144275,25615.018045773326,Single Vehicle Collision,Rear Collision,Major Damage,Police,21,2,YES,1,1,Unknown,20208.93319073007,24682.32093118481,971.056020165606,28350.72441799574,Toyota,2023,0
545,62,NY,500,1663.0192256047035,1000000,MALE,Masters,Priv-house-serv,unmarried,10724.683349584608,6762.059562325068,Vehicle Theft,Front Collision,Trivial Damage,Fire,13,3,NO,2,3,NO,54913.25649210376,28403.978333872772,2651.347378827118,29787.344837554643,Volkswagen,2002,0
546,70,IL,1000,907.1140706700716,1000000,FEMALE,Masters,Adm-clerical,wife,50816.88063439632,28549.578566298922,Vehicle Theft,Side Collision,Major Damage,Police,16,4,NO,1,0,NO,99718.72622715612,3200.4719244520543,25369.293611589612,28015.952300752066,Mercedes,2010,0
547,18,CA,500,1245.0431342269198,0,FEMALE,College,Adm-clerical,husband,73547.83883332476,20394.130509849158,Parked Car,Front Collision,Total Loss,None,20,3,Unknown,0,0,Unknown,56821.733505956334,18934.956320972124,19536.885589969832,37500.185605444174,Saab,2010,0
548,33,IL,1000,926.4111393912751,5000000,MALE,College,Handlers-cleaners,own-child,99207.47645913562,33072.39083065506,Single Vehicle Collision,Rear Collision,Total Loss,Police,18,4,NO,0,1,Unknown,4918.045327800019,17050.417523947406,28732.33899351751,9873.123941308466,Toyota,2006,0
549,56,FL,2000,700.7425444995397,0,MALE,PhD,Priv-house-serv,wife,62914.68339703191,44095.164238172976,Single Vehicle Collision,Side Collision,Minor Damage,Police,15,1,Unknown,2,1,YES,79745.34661289064,26709.374728444254,10088.896238092728,7983.529898041576,BMW,2023,0
550,22,CA,1000,1444.336545337605,1000000,FEMALE,Masters,Priv-house-serv,husband,37029.30664413178,20469.45655917092,Parked Car,Side Collision,Total Loss,Fire,14,4,Unknown,2,0,Unknown,39949.30515797706,22537.320905546145,6380.343840290983,24583.603825053753,BMW,2023,0
551,39,TX,1000,581.4980522343558,2000000,MALE,Masters,Protective-serv,own-child,22615.15998021184,14494.033976692983,Parked Car,Side Collision,Total Loss,None,14,4,NO,1,1,NO,15790.776775905406,28957.856074959396,16859.257179412474,23997.641872650245,Mercedes,2017,0
552,46,IL,2000,1622.9678511893,5000000,FEMALE,High School,Priv-house-serv,wife,87283.02341533203,725.7547263804398,Parked Car,Side Collision,Total Loss,Police,0,1,NO,1,3,YES,86320.72071955579,28800.976127459886,16134.848373802457,20648.88418015488,Dodge,2020,0
553,72,CA,500,976.380192891675,1000000,FEMALE,JD,Protective-serv,wife,81456.52121135028,28741.951892993744,Multi-vehicle Collision,Rear Collision,Total Loss,Police,23,4,YES,2,2,Unknown,20198.338925729273,6770.552800356624,17730.71964585965,671.9510640234477,Chevrolet,1999,1
554,20,IL,1000,500.202039506728,5000000,MALE,JD,Other-service,own-child,23392.282077938486,20113.738371571675,Single Vehicle Collision,Side Collision,Trivial Damage,Fire,22,4,YES,1,2,Unknown,92116.35529092405,21760.526157012664,10426.015879810464,22431.91008128694,Dodge,2014,0
555,29,CA,1000,1266.6937088558448,0,FEMALE,High School,Other-service,wife,20063.209014657346,18732.460950741435,Single Vehicle Collision,Unknown,Major Damage,Ambulance,22,1,Unknown,1,2,YES,44458.75079903925,15915.692740946832,176.90820110360272,37345.52324648267,Mercedes,2000,0
556,43,NY,2000,570.2778627914047,2000000,MALE,JD,Other-service,other-relative,71513.67768111757,9146.766064210626,Single Vehicle Collision,Unknown,Total Loss,None,11,1,YES,1,0,Unknown,74407.68805759515,6438.059856459163,1050.949588218505,13715.818719958084,Dodge,2019,1
557,33,IL,500,914.2543367313492,0,FEMALE,College,Exec-managerial,own-child,31495.206191875946,21502.767259563716,Parked Car,Front Collision,Total Loss,Ambulance,9,1,Unknown,2,1,NO,54926.08710868279,5846.072466522022,19914.793842675386,38720.16813614989,BMW,2000,0
558,68,TX,1000,1560.4647311835743,2000000,FEMALE,JD,Priv-house-serv,wife,30639.87983619578,49222.097679168415,Parked Car,Side Collision,Minor Damage,Ambulance,13,3,NO,0,2,YES,26034.366989565173,2432.5302379885948,15697.741444664442,14591.888828308924,Audi,2002,0
559,54,TX,2000,594.0344324327988,5000000,MALE,JD,Exec-managerial,husband,15229.024706765525,14887.707683612216,Parked Car,Unknown,Minor Damage,Fire,9,1,NO,0,3,Unknown,67273.47236234392,23866.35829256067,24630.337789538207,6024.252849453805,Chevrolet,2011,0
560,39,FL,1000,1759.0077385340035,5000000,FEMALE,High School,Priv-house-serv,husband,26397.55197098299,29985.22067040501,Parked Car,Unknown,Major Damage,Fire,9,1,YES,1,3,NO,95812.29881356972,9735.143418600286,9012.295763603908,16236.93488962197,BMW,2006,0
561,74,CA,2000,505.72988398787464,0,MALE,PhD,Protective-serv,other-relative,42750.75575926496,38824.34406578334,Vehicle Theft,Unknown,Minor Damage,None,19,4,Unknown,2,3,Unknown,77078.87819574554,25709.065059868994,24464.167116935252,20037.146860479992,Saab,2016,0
562,46,IL,500,870.2358038028533,2000000,MALE,JD,Exec-managerial,own-child,73283.83372724155,37457.891158826584,Parked Car,Rear Collision,Major Damage,Ambulance,10,2,Unknown,1,1,YES,60599.79065923023,18249.460980696436,12764.7424035463,25363.84420197535,BMW,2008,0
563,31,FL,500,1611.3560842281072,2000000,FEMALE,JD,Exec-managerial,wife,33630.80944137498,16438.714374629537,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,2,YES,0,2,Unknown,99067.49677245274,20209.00064515382,2900.9515663901175,20442.687399882194,Dodge,1996,1
564,45,IL,500,974.4052245939602,5000000,MALE,PhD,Exec-managerial,wife,32860.43394798427,30543.00417584252,Vehicle Theft,Rear Collision,Minor Damage,Ambulance,15,3,Unknown,1,3,Unknown,26900.003400597132,8750.2124883059,29337.346877720825,21700.385782545614,Audi,2013,0
565,22,CA,500,652.8385820990203,0,MALE,High School,Adm-clerical,husband,28491.325255243584,43563.23426350786,Vehicle Theft,Rear Collision,Minor Damage,Fire,8,3,Unknown,0,1,Unknown,6702.978046990014,13718.828381870508,15358.077874365597,1450.6480151254123,Chevrolet,2000,0
566,64,TX,1000,1040.3508782006418,2000000,MALE,PhD,Protective-serv,other-relative,47828.3667511043,772.3713866538973,Parked Car,Unknown,Total Loss,Police,14,2,NO,2,3,NO,3697.021178535142,12369.527342493746,18884.35541887039,10517.996680792578,Toyota,2012,0
567,66,NY,1000,905.5899295767883,5000000,MALE,High School,Other-service,husband,18063.669794131532,21786.71784216538,Single Vehicle Collision,Unknown,Total Loss,Police,13,2,Unknown,1,2,NO,71213.44401610043,7070.659917738036,20123.915594687038,12772.517988597294,Chevrolet,1998,0
568,47,TX,500,1764.0678532408324,1000000,MALE,College,Protective-serv,husband,48563.073403212555,11213.670912095264,Parked Car,Front Collision,Major Damage,Fire,18,1,Unknown,2,2,Unknown,83108.12029104997,24975.365055803777,10872.36756680642,39489.99724631724,BMW,2016,0
